Program Area,Permit Number,Permit Type,Permit Status,Project Number,Customer Name,Legal Name,CN Number,Project type,TCEQ Received Date,Project Complete Date,Renewal Date,Project Status,Project Name,Regulated Entity,Physical Location,Region Name,County Name,Near City Name,Rules
NSR,176053,STDPMT,CANCELLED,372665,HEN POWER MARKETING LLC,"Hen Power Marketing, L.L.C.",CN606240570,INITIAL,04/11/2024,04/22/2024,04/22/2034,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN111954863,480 W COUNTY RD # 118,REGION 07 - MIDLAND,REEVES,PECOS,6005
NSR,176054,STDPMT,EFFECTIVE,372666,HEN POWER MARKETING LLC,"Hen Power Marketing, L.L.C.",CN606240570,INITIAL,04/11/2024,04/22/2024,04/22/2034,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN111954871,"FROM THE INTERSECTION OF INTERSTATE 20 AND COUNTY ROAD 409, HEAD WEST ON I20 FOR 0.6 MILES. TAKE EXIT 33 TOWARD FM 869 AND MERGE ONTO I20 SERVICE RD FOR 0.3 MILES. TURN RIGHT ON RANCH RD 869 FOR 0.9 MILES. THE SITE WILL BE ON THE RIGHT SIDE OF THE ROAD.",REGION 07 - MIDLAND,REEVES,PECOS,6005
NSR,171767,STDPMT,EFFECTIVE,373803,DCP OPERATING COMPANY LP,"DCP Operating Company, LP",CN601229917,AMEND,05/09/2024,05/16/2024,02/24/2033,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN100222330,FROM THE INTERSECTION OF SR 158 GULF AVE AND FM 866 LOCATED ON THE EAST SIDE OF GOLDSMITH 31.0 MILES W OF MIDLAND DRIVE 1.1 MILE WEST ON SR 158 TO THE GAS PLANT ON THE RIGHT,REGION 07 - MIDLAND,ECTOR,GOLDSMITH,6005
NSR,171767,STDPMT,EFFECTIVE,374137,"DCP OPERATING COMPANY, LP","DCP Operating Company, LP",CN601229917,AMEND,05/17/2024,05/24/2024,02/24/2033,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN100222330,FROM THE INTERSECTION OF SR 158 GULF AVE AND FM 866 LOCATED ON THE EAST SIDE OF GOLDSMITH 31.0 MILES W OF MIDLAND DRIVE 1.1 MILE WEST ON SR 158 TO THE GAS PLANT ON THE RIGHT,REGION 07 - MIDLAND,ECTOR,GOLDSMITH,6005
NSR,172516,STDPMT,EFFECTIVE,374334,CONDUIT TOLLCO LLC,"Conduit Tollco, LLC",CN606129708,AMEND,05/23/2024,06/04/2024,04/24/2033,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN111718532,2045 COUNTY ROAD 3200,REGION 07 - MIDLAND,MARTIN,TARZAN,6005
NSR,171767,STDPMT,EFFECTIVE,374621,DCP OPERATING COMPANY LP,"DCP Operating Company, LP",CN601229917,AMEND,05/31/2024,06/10/2024,02/24/2033,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN100222330,FROM THE INTERSECTION OF SR 158 GULF AVE AND FM 866 LOCATED ON THE EAST SIDE OF GOLDSMITH 31.0 MILES W OF MIDLAND DRIVE 1.1 MILE WEST ON SR 158 TO THE GAS PLANT ON THE RIGHT,REGION 07 - MIDLAND,ECTOR,GOLDSMITH,6005
NSR,176519,STDPMT,EFFECTIVE,374640,LONGFELLOW POWER LLC,Longfellow Power LLC,CN606269777,INITIAL,05/31/2024,06/06/2024,06/06/2034,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN111983953,2301 PUCKETT ROAD,REGION 07 - MIDLAND,PECOS,FORT STOCKTON,6005
NSR,176526,STDPMT,EFFECTIVE,374664,HASHLAND INC,Hashland Inc,CN606269942,INITIAL,06/02/2024,06/14/2024,06/14/2034,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN111984233,4354 US 385 S,REGION 07 - MIDLAND,PECOS,FT STOCKTON,6005
NSR,176758,STDPMT,EFFECTIVE,375758,ET GENCO LLC,Et Genco LLC,CN606278216,INITIAL,06/25/2024,07/02/2024,07/02/2034,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN111998779,FROM THE INTERSECTION OF SH 115 AND SH 302 IN WINKLER GO 10.5 MILES WEST ON SH 302. TURN NORTH ON HALEY RANCH RD AND GO 1.6 MILES. KEEP LEFT AT FORK IN ROAD AND GO 1.4 MILES TO THE SITE.,REGION 07 - MIDLAND,WINKLER,KERMIT,6005
NSR,176762,STDPMT,EFFECTIVE,375865,NGL WATER SOLUTIONS PERMIAN LLC,"NGL Water Solutions Permian, LLC",CN606195709,INITIAL,06/26/2024,07/03/2024,07/03/2034,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN111981288,"BLK 73, SEC 1, A-2077. ROUGHLY 21.20 MILES SW OF ANDREWS, TX.",REGION 07 - MIDLAND,ANDREWS,ANDREWS,6005
NSR,177087,STDPMT,EFFECTIVE,377419,ET GENCO LLC,Et Genco LLC,CN606278216,INITIAL,08/01/2024,08/27/2024,08/27/2034,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112019625,"FROM ODESSA, TRAVEL SOUTHEAST ON US-385 FOR 12 MILES. TURN LEFT ONTO FM 1787 AND TRAVEL FOR 10 MILES TO FM1492 S. TURN RIGHT AND DRIVE 1.7 MILES TO UNNAMED ENTRANCE ROAD ON THE LEFT.",REGION 07 - MIDLAND,UPTON,RANKIN,6005
NSR,177130,STDPMT,EFFECTIVE,377758,RPC MERCHANT LLC,Rpc Merchant LLC,CN606291433,INITIAL,08/06/2024,08/15/2024,08/15/2034,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112022306,"FROM THE INTERSECTION BETWEEN INTERSTATE HIGHWAY 20 AND S CENTRE ST., HEAD EAST ON COUNTY ROAD 217 TOWARD RANCH ROAD 2903 FOR 1.0 MILE, TURN LEFT ONTO RANCH ROAD 2903. THE FACILITY WILL BE ON THE RIGHT AFTER 3.3 MILES.",REGION 07 - MIDLAND,REEVES,TOYAH,6005
NSR,177154,STDPMT,EFFECTIVE,377966,RPC MERCHANT LLC,Rpc Merchant LLC,CN606291433,INITIAL,08/08/2024,08/15/2024,08/15/2034,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112023999,"FROM THE INTERSECTION BETWEEN INTERSTATE HIGHWAY 20 AND HIGHWAY 115, TRAVEL SOUTH ON FM 1927 FOR FIVE AND HALF MILES, THE FACILITY WILL BE LOCATED TO THE LEFT.",REGION 07 - MIDLAND,WARD,PYOTE,6005
NSR,177155,STDPMT,EFFECTIVE,377967,RPC MERCHANT LLC,Rpc Merchant LLC,CN606291433,INITIAL,08/08/2024,08/12/2024,08/12/2034,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112024005,FROM INTX OF IH 20 & HWY 285 GO NW ON HWY 285 N FOR 2.6 MI TURN R ONTO WELLS RD GO 0.2 MI CONT N ROBERSON RD GO 3 MI R FM 3398 GO 3.5 MI R RR 516 0.2 MI L 0.2 MI ON RIGHT,REGION 07 - MIDLAND,WARD,PECOS,6005
NSR,177171,STDPMT,EFFECTIVE,378008,ET GENCO LLC,Et Genco LLC,CN606278216,INITIAL,08/09/2024,08/12/2024,08/12/2034,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112024617,"FROM WINK, GO 5.6 MI N ON FM 1232, GO LEFT 3.7 MI ON TX 302, TURN LEFT ON LEASE RD 0.3 MI TO SITE",REGION 07 - MIDLAND,WINKLER,WINK,6005
NSR,177269,STDPMT,EFFECTIVE,378615,PIONEER NATURAL RESOURCES USA INC,"Pioneer Natural Resources USA, Inc.",CN600130447,INITIAL,08/16/2024,08/19/2024,08/19/2034,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN111862025,"FROM INTX OF TX-176 & CO RD 3600 NEAR TARZAN, TX, SW ON CO RD 3600 FOR 2.4 MI. L ON FM1212 S FOR 1.0 MI. R ON CO RD 3500 FOR 1.0 MI. L FOR 0.8 MI. TO SITE ON L.",REGION 07 - MIDLAND,MARTIN,TARZAN,6005
NSR,177329,STDPMT,CANCELLED,378842,PIONEER NATURAL RESOURCES USA INC,"Pioneer Natural Resources USA, Inc.",CN600130447,INITIAL,08/23/2024,08/27/2024,08/27/2034,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN111831251,"FROM INTX OF I-20 AND CO RD 3001/FM829 NEAR STANTON, TX, HEAD N ON FM829 FOR 3.5 MI. L ON FM1212N FOR12.9 MI. L ON CO RD 3100 FOR 1.4 MI. L FOR 0.5 MI. TO SITE.",REGION 07 - MIDLAND,MARTIN,STANTON,6005
NSR,177333,STDPMT,CANCELLED,378864,RPC MERCHANT LLC,Rpc Merchant LLC,CN606291433,INITIAL,08/23/2024,09/11/2024,09/11/2034,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112033626,"FROM THE INTERSECTION OF STATE HIGHWAY 18 AND STATE HIGHWAY 115, TRAVEL WEST ON E AUSTIN ST FOR 0.2 MILES. THE FACILITY WILL BE LOCATED ON THE RIGHT.",REGION 07 - MIDLAND,WINKLER,KERMIT,6005
NSR,177379,STDPMT,EFFECTIVE,379024,HIVOLT POWER III LLC,"Hivolt Power Iii, LLC",CN606299857,INITIAL,08/29/2024,09/09/2024,09/09/2034,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112036876,"FROM THE INTERSECTION OF US-385 AND TX-329E IN CRANE, HEAD EAST ON TX-329E TOWARD DOROTHEA STREET. CONTINUE TO FOLLOW TX-329E FOR 10.2 MILES. TURN LEFT ONTO FM 1492 N AND CONTINUE TO FOLLOW THE ROAD FOR 3.4 MILES. MAKE A SHARP RIGHT ONTO COUNTY ROAD 306-A",REGION 07 - MIDLAND,CRANE,CRANE,6005
NSR,177736,STDPMT,EFFECTIVE,380834,ET GENCO LLC,Et Genco LLC,CN606278216,INITIAL,09/30/2024,10/04/2024,10/04/2034,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112056114,"FROM BARSTOW GO 0.5 MILES NORTH ON ROAD 516, TURN NORTH EAST ON CR 137 AND GO 0.1 MILE TO ROAD 516 CONTINUE NORTH WEST 5.5 MILES TO FACILITY ON THE RIGHT.",REGION 07 - MIDLAND,WARD,BARSTOW,6005
NSR,177130,STDPMT,EFFECTIVE,381182,RPC MERCHANT LLC,Rpc Merchant LLC,CN606291433,AMEND,10/07/2024,10/22/2024,08/15/2034,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN112022306,"FROM THE INTERSECTION BETWEEN INTERSTATE HIGHWAY 20 AND S CENTRE ST., HEAD EAST ON COUNTY ROAD 217 TOWARD RANCH ROAD 2903 FOR 1.0 MILE, TURN LEFT ONTO RANCH ROAD 2903. THE FACILITY WILL BE ON THE RIGHT AFTER 3.3 MILES.",REGION 07 - MIDLAND,REEVES,TOYAH,6005
NSR,177154,STDPMT,EFFECTIVE,381183,RPC MERCHANT LLC,Rpc Merchant LLC,CN606291433,REVISION,10/07/2024,10/30/2024,08/15/2034,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN112023999,"FROM THE INTERSECTION BETWEEN INTERSTATE HIGHWAY 20 AND HIGHWAY 115, TRAVEL SOUTH ON FM 1927 FOR FIVE AND HALF MILES, THE FACILITY WILL BE LOCATED TO THE LEFT.",REGION 07 - MIDLAND,WARD,PYOTE,6005
NSR,177155,STDPMT,EFFECTIVE,381184,RPC MERCHANT LLC,Rpc Merchant LLC,CN606291433,AMEND,10/07/2024,11/07/2024,08/12/2034,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN112024005,FROM INTX OF IH 20 & HWY 285 GO NW ON HWY 285 N FOR 2.6 MI TURN R ONTO WELLS RD GO 0.2 MI CONT N ROBERSON RD GO 3 MI R FM 3398 GO 3.5 MI R RR 516 0.2 MI L 0.2 MI ON RIGHT,REGION 07 - MIDLAND,WARD,PECOS,6005
NSR,176758,STDPMT,EFFECTIVE,381437,ET GENCO LLC,Et Genco LLC,CN606278216,REVISION,10/09/2024,10/23/2024,07/02/2034,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN111998779,FROM THE INTERSECTION OF SH 115 AND SH 302 IN WINKLER GO 10.5 MILES WEST ON SH 302. TURN NORTH ON HALEY RANCH RD AND GO 1.6 MILES. KEEP LEFT AT FORK IN ROAD AND GO 1.4 MILES TO THE SITE.,REGION 07 - MIDLAND,WINKLER,KERMIT,6005
NSR,177861,STDPMT,EFFECTIVE,381544,PIONEER NATURAL RESOURCES USA INC,"Pioneer Natural Resources USA, Inc.",CN600130447,INITIAL,10/11/2024,10/15/2024,10/15/2034,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN111734356,"FRM INTX OF I-20 & FM1208 NEAR STANTON, TX, N ON FM1208 FOR 4.8 MI. L ON FM1212 FOR 9.8 MI. L ON CO RD 3200 FOR 4.3 MI. L FOR 1.0 MI. R FOR 0.4 MI. TO SITE ON R.",REGION 07 - MIDLAND,MARTIN,STANTON,6005
NSR,177873,STDPMT,EFFECTIVE,381658,KODIAK GENERATION LLC,"Kodiak Generation, L.L.C.",CN606314698,INITIAL,10/14/2024,10/16/2024,10/16/2034,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112063623,"FROM THE INTERSECTION OF INTERSTATE 20 AND COUNTY ROAD 409, HEAD WEST ON I20 FOR 0.6 MILES. TAKE EXIT 33 TOWARD FM 869 AND MERGE ONTO I20 SERVICE RD FOR 0.3 MILES. TURN RIGHT ON RANCH RD 869 FOR 0.9 MILES. THE SITE WILL BE ON THE RIGHT SIDE OF THE ROAD.",REGION 07 - MIDLAND,REEVES,PECOS,6005
NSR,135738,STDPMT,EFFECTIVE,382202,POWERSITE LLC,POWERSITE LLC,CN604498725,RENEWAL,10/24/2024,11/12/2024,11/12/2034,COMPLETE,AUTOMATIC RENEWAL 6005,RN108761107,LOCATED 0.5 MI SOUTH OF INTX OF CR 201 AND FM 1232,REGION 07 - MIDLAND,WINKLER,WINK,6005
NSR,171767,STDPMT,EFFECTIVE,382259,DCP OPERATING COMPANY LP,"DCP Operating Company, LP",CN601229917,REVISION,10/25/2024,11/07/2024,02/24/2033,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN100222330,FROM THE INTERSECTION OF SR 158 GULF AVE AND FM 866 LOCATED ON THE EAST SIDE OF GOLDSMITH 31.0 MILES W OF MIDLAND DRIVE 1.1 MILE WEST ON SR 158 TO THE GAS PLANT ON THE RIGHT,REGION 07 - MIDLAND,ECTOR,GOLDSMITH,6005
NSR,177991,STDPMT,EFFECTIVE,382276,PIONEER NATURAL RESOURCES USA INC,"Pioneer Natural Resources USA, Inc.",CN600130447,INITIAL,10/25/2024,11/20/2024,11/20/2034,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN111390498,"FROM INTX OF E I-20 AND RANKIN HWY IN MIDLAND, TX, GO S ON N STATE HWY 349 FOR 31.4 MI, L ON E COUNTY FM 2401 E FOR 9.0 MI, R ON UNNAMED ROAD FOR 0.5 MI TO SITE ON THE L.",REGION 07 - MIDLAND,UPTON,MIDKIFF,6005
NSR,136900,STDPMT,EFFECTIVE,383479,POWERSITE LLC,POWERSITE LLC,CN604498725,RENEWAL,11/12/2024,11/13/2024,11/13/2034,COMPLETE,AUTOMATIC RENEWAL 6005,RN108858648,THE SITE IS 3.3 MI WEST OF THE CROSSING OF FM 181 AND CR SW 900 ON THE NORTH SIDE OF THE SW 900,REGION 07 - MIDLAND,ANDREWS,ANDREWS,6005
NSR,178270,STDPMT,CANCELLED,384334,RPC MERCHANT LLC,Rpc Merchant LLC,CN606291433,INITIAL,11/15/2024,12/03/2024,12/03/2034,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112084165,"FROM THE INTERSECTION OF FARM TO MARKET FM 1776 AND GAMBOA RD, TRAVEL NORTH ON FM 1776 N FOR 2.1 MILES, TURN LEFT ONTO EL PASO RD, TRAVEL FOR 2.5 MILES, AND THE FACILITY WILL BE LOCATED ON THE RIGHT.",REGION 07 - MIDLAND,REEVES,COYANOSA,6005
NSR,171767,STDPMT,EFFECTIVE,384822,"DCP OPERATING COMPANY, LP","DCP Operating Company, LP",CN601229917,REVISION,11/08/2024,11/22/2024,02/24/2033,COMPLETE,GOLDSMITH GAS PLANT,RN100222330,FROM THE INTERSECTION OF SR 158 GULF AVE AND FM 866 LOCATED ON THE EAST SIDE OF GOLDSMITH 31.0 MILES W OF MIDLAND DRIVE 1.1 MILE WEST ON SR 158 TO THE GAS PLANT ON THE RIGHT,REGION 07 - MIDLAND,ECTOR,GOLDSMITH,6005
NSR,178398,STDPMT,CANCELLED,385199,PECOS POWER PLANT LLC,Pecos Power Plant LLC,CN606329043,INITIAL,11/26/2024,12/12/2024,12/12/2034,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112090626,"FROM THE INTERSECTION OF US HIGHWAY 285 AND INTERSTATE HIGHWAY 20, DRIVE WEST ON IH 20 FOR 1.3 MILES AND EXIT FRONTAGE ROAD. FROM FRONTAGE ROAD, TURN LEFT ON COUNTRY CLUB ROAD AND DIVE FOR 2.2 MILES. TURN LEFT ON TOLIVAR STREET AND FOLLOW TO THE PLANT.",REGION 07 - MIDLAND,REEVES,PECOS,6005
NSR,178660,STDPMT,EFFECTIVE,386644,PIONEER NATURAL RESOURCES USA INC,"Pioneer Natural Resources USA, Inc.",CN600130447,INITIAL,12/20/2024,01/03/2025,01/03/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112105366,"FRM INTX OF 176 & CO RD 2751 IN TARZAN, GO SOUTH ON CO RD 2751 FOR 0.6 MI. TURN R ON CO RD 3500 FOR 3.6 MI. TURN L ON FM1212 S FOR 5.1 MI. TURN R ON PVT RD 3000 FOR 1.2 MI TO FACILITY ON THE L.",REGION 07 - MIDLAND,MARTIN,TARZAN,6005
NSR,178824,STDPMT,EFFECTIVE,387437,EMPOWER USA LLC,Empower USA LLC,CN606342194,INITIAL,01/15/2025,01/28/2025,01/28/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112117536,"AT THE INTERSECTION OF IH20 AND CR 1601, TURN RIGHT AND DRIVE SOUTH ON CR1601. TURN LEFT ON DIRT ROAD AND TRAVEL 1.00 MILE TO THE SITE ON THE RIGHT.",REGION 07 - MIDLAND,ECTOR,ODESSA,6005
NSR,179219,STDPMT,EFFECTIVE,389115,HIVOLT POWER II LLC,"Hivolt Power Ii, LLC",CN606218907,INITIAL,02/19/2025,02/28/2025,02/28/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112147376,FROM THE INTERSECTION OF US-67 AND TX-349 IN RANKIN HEAD SOUTHWEST ON US 67 SOUTH TOWARD FORT STOCKTON CONTINUE ON US 67 SOUTH FOR APPROXIMATELY 4 MILES TURN WEST ONTO COUNTY ROAD 306-A AND PROCEED FOR ABOUT 2.1 MILES THE SITE WILL BE TO THE SOUTH,REGION 07 - MIDLAND,UPTON,RANKIN,6005
NSR,179308,STDPMT,EFFECTIVE,389727,PECOS POWER GENERATION COMPANY LLC,"Pecos Power Generation Company, LLC",CN606359826,INITIAL,03/03/2025,03/05/2025,03/05/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112163985,"FROM THE INTERSECTION OF INTERSTATE 20 AND COUNTY ROAD 409, HEAD NORTH FOR 1.13 MILES. TURN LEFT WEST ONTO COUNTY ROAD 411 AND TRAVEL 0.75 MILES. FACILITY WILL BE ON THE LEFT TO THE SOUTH.",REGION 07 - MIDLAND,REEVES,PECOS,6005
NSR,177991,STDPMT,EFFECTIVE,390505,PIONEER NATURAL RESOURCES USA INC,"Pioneer Natural Resources USA, Inc.",CN600130447,AMEND,03/24/2025,04/02/2025,11/20/2034,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN111390498,"FROM INTX OF E I-20 AND RANKIN HWY IN MIDLAND, TX, GO S ON N STATE HWY 349 FOR 31.4 MI, L ON E COUNTY FM 2401 E FOR 9.0 MI, R ON UNNAMED ROAD FOR 0.5 MI TO SITE ON THE L.",REGION 07 - MIDLAND,UPTON,MIDKIFF,6005
NSR,179599,STDPMT,EFFECTIVE,390834,HIVOLT POWER III LLC,"Hivolt Power Iii, LLC",CN606299857,INITIAL,03/27/2025,03/28/2025,03/28/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112183520,"FROM THE INTERSECTION OF US-385 AND TX-329E IN CRANE, HEAD EAST ON TX-329E TOWARD DOROTHEA ST. CONTINUE ON TX-329E FOR 10.2 MILES. TURN LEFT ONTO FM 1492 N AND CONTINUE FOR 3.4 MILES. MAKE A RIGHT ONTO COUNTY ROAD 306-A",REGION 07 - MIDLAND,CRANE,CRANE,6005
NSR,179741,STDPMT,CANCELLED,391122,PIONEER NATURAL RESOURCES USA INC,"Pioneer Natural Resources USA, Inc.",CN600130447,INITIAL,04/02/2025,04/17/2025,,WITHDRAWN,STANDARD PERMIT NEW REGISTRATION,RN112187059,"FRM INTX OF TX-176 & CO RD 2751 IN TARZAN, TX, GO EAST ON TX-176 FOR 4.7 MI. TURN R ON CO RD 3201 AND GO 1.8 MI. TURN R ON UNMARKED RD AND GO 0.7 MI TO FACILITY ON THE R.",REGION 07 - MIDLAND,MARTIN,TARZAN,6005
NSR,140106,STDPMT,EFFECTIVE,391610,GRAVITY OILFIELD SERVICES LLC,Gravity Oilfield Services LLC,CN605624022,RENEWAL,04/15/2025,04/15/2025,04/15/2035,COMPLETE,AUTOMATIC RENEWAL 6005,RN109178053,FROM ODESSA TAKE US 385 12.0 MI SOUTH TO FM 1787 TURN EAST GO 10.0 MI TO FM 1492 S TURN SOUTH AND GO 2.0 MI TO SITE ON LEFT,REGION 07 - MIDLAND,UPTON,ODESSA,6005
NSR,179927,STDPMT,CANCELLED,392083,PIONEER NATURAL RESOURCES USA INC,"Pioneer Natural Resources USA, Inc.",CN600130447,INITIAL,04/21/2025,05/07/2025,,WITHDRAWN,STANDARD PERMIT NEW REGISTRATION,RN112187059,"FRM INTX OF TX-176 & CO RD 2751 IN TARZAN, TX, GO EAST ON TX-176 FOR 4.7 MI. TURN R ON CO RD 3201 AND GO 1.8 MI. TURN R ON UNMARKED RD AND GO 0.7 MI TO FACILITY ON THE R.",REGION 07 - MIDLAND,MARTIN,TARZAN,6005
NSR,179957,STDPMT,EFFECTIVE,392256,BLACKBEARD OPERATING LLC,"Blackbeard Operating, LLC",CN605323054,INITIAL,04/24/2025,05/05/2025,05/05/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112201223,"FROM MONAHANS, TURN SOUTH ON TX SH 18 FOR 5.3 MILES, THEN TURN LEFT ON 1233. CONTINUE 13.36 MILES, THEN TURN LEFT INTO FACILITY",REGION 07 - MIDLAND,CRANE,MONAHANS,6005
