Program Area,Permit Number,Permit Type,Permit Status,Project Number,Customer Name,Legal Name,CN Number,Project type,TCEQ Received Date,Project Complete Date,Renewal Date,Project Status,Project Name,Regulated Entity,Physical Location,Region Name,County Name,Near City Name,Rules
NSR,180360,STDPMT,EFFECTIVE,393813,RPC MERCHANT LLC,Rpc Merchant LLC,CN606291433,INITIAL,05/30/2025,07/03/2025,07/03/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112223318,5.43 MILES SOUTH OF THE INTERSECTION BETWEEN INTERSTATE 20 I-20 AND FM 1927.,REGION 07 - MIDLAND,WARD,PYOTE,6005
NSR,180361,STDPMT,EFFECTIVE,393814,CONDUIT EDGE LLC,"Conduit Edge, LLC",CN606391902,INITIAL,05/30/2025,06/10/2025,06/10/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112223326,0.62 MILES NORTHEAST OF THE INTERSECTION BETWEEN SOUTH DALLAS AVENUE AND SOUTH ELGIN AVENUE.,REGION 07 - MIDLAND,DAWSON,LAMESA,6005
NSR,180362,STDPMT,EFFECTIVE,393815,CONDUIT EDGE LLC,"Conduit Edge, LLC",CN606391902,INITIAL,05/30/2025,06/19/2025,06/19/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112223334,ONE MILE NORTHEAST OF THE INTERSECTION BETWEEN INTERSTATE 20 I-20 AND FARM TO MARKET 2119,REGION 07 - MIDLAND,REEVES,PECOS,6005
NSR,180405,STDPMT,EFFECTIVE,393948,HIVOLT POWER IV LLC,"Hivolt Power Iv, LLC",CN606393924,INITIAL,06/05/2025,06/27/2025,06/27/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112226410,"FROM XRD TX-18 AND TX-302 IN KERMIT, TX, HEAD W ON TX-302 FOR 7.98 MI. TAKE A RIGHT ON UNNAMED RD FOR 1.27 MI, TAKE LEFT ON UNNAMED RD FOR 2.22 MI, TAKE A RIGHT ON UNNAMED ROAD FOR 0.65 MI, TAKE A RIGHT ON UNNAMED RD FOR 1.03 MI, SITE ENTRANCE IS ON LEFT.",REGION 07 - MIDLAND,WINKLER,KERMIT,6005
NSR,180428,STDPMT,EFFECTIVE,393988,PIONEER NATURAL RESOURCES USA INC,"Pioneer Natural Resources USA, Inc.",CN600130447,INITIAL,06/06/2025,06/13/2025,06/13/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112227012,"FRM TARZAN, TX, HEAD W ON TX-176 FOR 1.3 MI. TURN L ON CR 3600 FOR 2.4 MI. TURN L ON FM 1212 FOR 4.4 MI. TURN R ON PVT RD 3000 FOR 0.9 MI TO SITE ON THE L.",REGION 07 - MIDLAND,MARTIN,TARZAN,6005
NSR,180430,STDPMT,EFFECTIVE,393992,PIONEER NATURAL RESOURCES USA INC,"Pioneer Natural Resources USA, Inc.",CN600130447,INITIAL,06/06/2025,06/30/2025,06/30/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN111975330,"FROM THE INTERSECTION OF I-20 AND TX-137 NEAR STANTON, TX, GO N ON TX-137 FOR 10.1 MI. TURN L ON CO RD 3100 FOR 13.4 MI. TURN L ON UNNAMED ROAD AND GO 0.7 MI. TO SITE ON RIGHT.",REGION 07 - MIDLAND,MARTIN,STANTON,6005
NSR,172516,STDPMT,EFFECTIVE,394004,CONDUIT TOLLCO LLC,"Conduit Tollco, LLC",CN606129708,REVISION,06/06/2025,07/03/2025,04/24/2033,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN111718532,2045 COUNTY ROAD 3200,REGION 07 - MIDLAND,MARTIN,TARZAN,6005
NSR,80134,STDPMT,EFFECTIVE,394803,OCCIDENTAL PERMIAN LTD.,Occidental Permian Ltd.,CN600755086,RENEWAL,06/27/2025,06/27/2025,06/27/2035,COMPLETE,AUTOMATIC RENEWAL 6005,RN102422334,FROM THE INTX OF SH 349 & FM 3166 GO 3 MI E ON FRM RD 3166 TO SITE,REGION 07 - MIDLAND,TERRELL,SHEFFIELD,6005
NSR,180759,STDPMT,EFFECTIVE,395111,PRIORITY POWER MANAGEMENT LLC,"Priority Power Management, LLC",CN606128056,INITIAL,07/03/2025,07/18/2025,07/18/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112242276,"LOCATED OFF HIGHWAY 652 AND CARDINAL ROAD, ADJACENT TO THE EXISTING PECOS RIVER GAS PLANT",REGION 07 - MIDLAND,LOVING,ORLA,6005
NSR,181007,STDPMT,EFFECTIVE,396270,ET GENCO LLC,Et Genco LLC,CN606278216,INITIAL,08/01/2025,08/13/2025,08/13/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112258421,"ONTO FM3113, DRIVE 4 MI AND TURN RIGHT ONTO FM829, DRIVE 2 MI THEN TURN LEFT ONTO FM1212 N, DRIVE 2.8 MI AND TURN RIGHT, DRIVE 0.5 MI TO THE SITE.",REGION 07 - MIDLAND,MARTIN,STANTON,6005
NSR,181188,STDPMT,EFFECTIVE,396970,PROPETRO ENERGY SOLUTIONS LLC,"Propetro Energy Solutions, LLC",CN606418499,INITIAL,08/18/2025,08/26/2025,08/26/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112267158,"GO SOUTH ON 5TH ST FROM THE INTX OF 6TH ST AND AVENUE C IN ACKERLY, TEXAS. AFTER 0.4 MILES, CONTINUE ONTO FM 2212. AFTER 4 MILES, TURN RIGHT ONTO CO RD 4200. AFTER 2 MILES, TURN RIGHT. AFTER 0.9 MILES, THE SITE WILL BE ON THE LEFT.",REGION 07 - MIDLAND,MARTIN,ACKERLY,6005
NSR,181191,STDPMT,EFFECTIVE,396975,PIONEER NATURAL RESOURCES USA INC,"Pioneer Natural Resources USA, Inc.",CN600130447,INITIAL,08/18/2025,09/05/2025,09/05/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112267257,"FROM THE INTX OF TX-137 N AND FM3113 NEAR STANTON, TX, GO W ON FM3113 FOR 4.0 MI, R ON FM829 FOR 2.0 MI, L ON FM1212 N FOR 11.4 MI, L ON COUNTY RD 2950 FOR 1.0 MI, L ON COUNTY RD 2301 FOR 3.0 MI, R ON UNNAMED ROAD FOR 0.3 MI, L FOR 0.5 MI, R FOR 0.3 MI",REGION 07 - MIDLAND,MARTIN,STANTON,6005
NSR,181192,STDPMT,EFFECTIVE,396976,PIONEER NATURAL RESOURCES USA INC,"Pioneer Natural Resources USA, Inc.",CN600130447,INITIAL,08/18/2025,09/09/2025,09/09/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112267265,"FROM THE INTX OF TX-137 N AND FM3113 NEAR STANTON, TX, GO W ON FM3113 FOR 4.0 MI, R ON FM829 FOR 2.0 MI, L ON FM1212 N FOR 6.7 MI, R ON UNNAMED ROAD FOR 0.8 MI TO SITE ON THE R.",REGION 07 - MIDLAND,MARTIN,STANTON,6005
NSR,177269,STDPMT,EFFECTIVE,396978,PIONEER NATURAL RESOURCES USA INC,"Pioneer Natural Resources USA, Inc.",CN600130447,AMEND,08/18/2025,08/28/2025,08/19/2034,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN111862025,"FROM INTX OF TX-176 & CO RD 3600 NEAR TARZAN, TX, SW ON CO RD 3600 FOR 2.4 MI. L ON FM1212 S FOR 1.0 MI. R ON CO RD 3500 FOR 1.0 MI. L FOR 0.8 MI. TO SITE ON L.",REGION 07 - MIDLAND,MARTIN,TARZAN,6005
NSR,178824,STDPMT,EFFECTIVE,398097,EMPOWER USA LLC,Empower USA LLC,CN606342194,AMEND,09/11/2025,10/15/2025,01/28/2035,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN112117536,"AT THE INTERSECTION OF IH20 AND CR 1601, TURN RIGHT AND DRIVE SOUTH ON CR1601. TURN LEFT ON DIRT ROAD AND TRAVEL 1.00 MILE TO THE SITE ON THE RIGHT.",REGION 07 - MIDLAND,ECTOR,ODESSA,6005
NSR,181521,STDPMT,EFFECTIVE,398180,LONGFELLOW POWER LLC,Longfellow Power LLC,CN606269777,INITIAL,09/15/2025,10/23/2025,10/23/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112283874,"FROM FORT STOCKTON, HEAD SOUTH ON N ALAMO ST/US HWY 285 S FOR 26.7MI. TURN LEFT ONTO PUCKETT RD AND GO 2.3 MI. TURN RIGHT AND GO 0.2 MI TO SITE ON THE LEFT.",REGION 07 - MIDLAND,PECOS,FORT STOCKTON,6005
NSR,181538,STDPMT,EFFECTIVE,398237,COYANOSA THERMAL FACILITY I LLC,Coyanosa Thermal Facility I LLC,CN606383669,INITIAL,09/16/2025,10/14/2025,10/14/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112284955,FROM INTERSECTION OF FM RD 1776 AND GAMBOA RD TRAVEL NORTH ON FM 1776 N FOR APPROXIMATELY 2.1 MI TURN LEFT ONTO EL PASO RD TRAVEL FOR APPROXIMATELY 2.7 MI FACILITY ENTRANCE LOCATED ON RIGHT,REGION 07 - MIDLAND,REEVES,COYANOSA,6005
NSR,181708,STDPMT,EFFECTIVE,398730,CONDUIT EDGE LLC,"Conduit Edge, LLC",CN606391902,INITIAL,09/30/2025,10/21/2025,10/21/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112293998,"FACILITY WILL BE LOCATED NEAR KERMIT, TEXAS, APPROXIMATELY 4.8 MILES EAST OF THE INTERSECTION BETWEEN NORTH FARM-TO-MARKET ROAD 874 AND TX-18",REGION 07 - MIDLAND,WINKLER,KERMIT,6005
NSR,181751,STDPMT,EFFECTIVE,398826,PIONEER NATURAL RESOURCES USA INC,"Pioneer Natural Resources USA, Inc.",CN600130447,INITIAL,10/03/2025,10/08/2025,10/08/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN111975223,"FROM MIDKIFF, TX, HEAD E ON FARM TO MARKET 2401 E TOWARD CO RD 131 FOR 4.1 MI. TURN L AND FOLLOW RD 2.5 MI. TURN L 0.17 MI TO FACILITY ON L.",REGION 07 - MIDLAND,MIDLAND,MIDKIFF,6005
NSR,181868,STDPMT,EFFECTIVE,399459,VOLTAGRID LLC,Voltagrid LLC,CN606076008,INITIAL,10/16/2025,11/10/2025,11/10/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112303060,OFF OF 385 AND 1492 SEE COORDINATES FOR EXACT LOCATION,REGION 07 - MIDLAND,UPTON,ODESSA,6005
NSR,181905,STDPMT,EFFECTIVE,399601,PIONEER WATER MANAGEMENT LLC,Pioneer Water Management LLC,CN604630772,INITIAL,10/20/2025,10/23/2025,10/23/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN110369675,"FROM THE INTERSECTION OF RR 1800 AND N. FRONT STREET IN STANTON, HEAD SOUTH ON RR 1800 FOR 4.2 MILES. TURN RIGHT INTO THE FACILITY.",REGION 07 - MIDLAND,MIDLAND,STANTON,6005
NSR,181951,STDPMT,EFFECTIVE,399785,PIONEER WATER MANAGEMENT LLC,Pioneer Water Management LLC,CN604630772,INITIAL,10/24/2025,11/10/2025,11/10/2035,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112308382,"FROM THE INTX OF TX-158 AND RANCH RD 33 IN GARDEN CITY, TX, HEAD S ON RANCH RD 33 FOR 10.0 MI. TURN R ONTO FARM TO MARKET 2401 W FOR 17.0 MI. TURN R ONTO RANCH TO MARKET RD 1357 FOR 0.6 MI. L ONTO UNNAMED RD FOR 0.5 MI. R FOR 0.2 MI. L FOR 0.2 MI. TO SI",REGION 07 - MIDLAND,GLASSCOCK,GARDEN CITY,6005
NSR,174494,STDPMT,EFFECTIVE,399878,XENERGY PLUS INC,Xenergy Plus Inc,CN606196590,AMEND,10/27/2025,11/12/2025,12/12/2033,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN111836409,8229 S STOCKTON AVE,REGION 07 - MIDLAND,WARD,MONAHANS,6005
NSR,182541,STDPMT,EFFECTIVE,402447,FEATHERWOOD CAPITAL LLC,Featherwood Capital LLC.,CN606461796,INITIAL,12/19/2025,01/08/2026,01/08/2036,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112341664,"FROM THE INTERSECTION OF INTERSTATE 20 AND COUNTY ROAD 409, HEAD NORTH FOR 1.13 MILES. TURN LEFT WEST ONTO COUNTY ROAD 411 AND TRAVEL 0.57 MILES. FACILITY WILL BE ON THE RIGHT TO THE NORTH.",REGION 07 - MIDLAND,REEVES,PECOS,6005
NSR,182637,STDPMT,EFFECTIVE,403307,PIONEER WATER MANAGEMENT LLC,Pioneer Water Management LLC,CN604630772,INITIAL,01/08/2026,01/29/2026,01/29/2036,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112348164,"FROM THE INTERSECTION OF US-67 AND TX-349 NEAR RANKIN, TX, HEAD E ON US-67 FOR 14.0 MI. TURN L ONTO RANCH TO MARKET RD 1555 AND GO 3.6 MI. TURN L ONTO UNNAMED ROAD FOR 3.1 MI. TO SITE ON L.",REGION 07 - MIDLAND,UPTON,RANKIN,6005
NSR,182934,STDPMT,EFFECTIVE,404700,LIBERTY POWER INNOVATIONS LLC,Liberty Power Innovations LLC,CN606475762,INITIAL,02/06/2026,02/24/2026,02/24/2036,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112373501,FROM INTX I 20 & HIGHWAY 18 GO APPROX 5.7 MI E ON I 20 EXIT 86 FOR PR 41 GO SE APPROX 2.0 MI ON PRIVATE ENTRY RD TO PLANT SITE,REGION 07 - MIDLAND,WARD,MONAHANS,6005
NSR,183057,STDPMT,EFFECTIVE,405247,ALAN ENERGY TEXAS INC,Alan Energy Texas Inc.,CN606479517,INITIAL,02/18/2026,03/12/2026,03/12/2036,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112384391,"AT THE INTERSECTION OF TX-176 AND FM 1212, TURN RIGHT AND DRIVE SOUTH ON FM 1212 FOR APPROXIMATELY 4.9 MILES. TURN RIGHT ON COUNTY ROAD 3200 AND TRAVEL WEST FOR APPROXIMATELY 0.40 MILES. THE SITE WILL BE ON THE LEFT.",REGION 07 - MIDLAND,MARTIN,TARZAN,6005
NSR,183086,STDPMT,EFFECTIVE,405353,PIONEER WATER MANAGEMENT LLC,Pioneer Water Management LLC,CN604630772,INITIAL,02/19/2026,02/27/2026,02/27/2036,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112387162,"FROM THE INTERSECTION OF I-20 AND FM1208 NEAR STANTON, TX, HEAD N ON FM1208 FOR 4.7 MI. TURN L ONTO FM1212 N FOR 7.3 MI. TURN L ONTO COUNTY RD 2950 FOR 1.0 MI. FOLLOW COUNTY RD 2950 TO COUNTY RD 2301 FOR 1.4 MI. TURN R ONTO UNNAMED ROAD TO SITE ON THE R.",REGION 07 - MIDLAND,MARTIN,STANTON,6005
NSR,183178,STDPMT,EFFECTIVE,405758,PIONEER NATURAL RESOURCES USA INC,"Pioneer Natural Resources USA, Inc.",CN600130447,INITIAL,03/02/2026,03/20/2026,03/20/2036,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112401195,"FROM INTX OF E LOOP 250 N AND N BIG SPRING ST NEAR MIDLAND, TX, GO N ON N BIG SPRING ST FOR 3.6 MI. CONTINUE ONTO TX-349 FOR 1.6 MI. TO SITE ON THE R.",REGION 07 - MIDLAND,MIDLAND,MIDLAND,6005
NSR,183234,STDPMT,EFFECTIVE,406109,CIRCE ENERGY LLC,"Circe Energy, LLC",CN606438638,INITIAL,03/09/2026,03/30/2026,03/30/2036,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112406442,"FROM MONAHANS, TAKE I-20 EAST TOWARD ODESSA APPROX 4.5 MILES. SITE ON RIGHT.",REGION 07 - MIDLAND,WARD,MONAHANS,6005
NSR,183235,STDPMT,EFFECTIVE,406111,POOLSIDE LF PHASE 2 DC OPS LLC,Poolside Lf Phase 2 Dc Ops LLC,CN606486926,INITIAL,03/09/2026,03/12/2026,03/12/2036,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112406533,"FROM FORT STOCKTON, HEAD SOUTH ON N ALAMO ST/US HWY 285 S FOR 26.7MI. TURN LEFT ONTO PUCKETT RD AND GO 2.6 MI. TURN RIGHT, AND THE SITE IS ON THE RIGHT.",REGION 07 - MIDLAND,PECOS,FORT STOCKTON,6005
NSR,181007,STDPMT,EFFECTIVE,406259,ET GENCO LLC,Et Genco LLC,CN606278216,AMEND,03/11/2026,03/27/2026,08/13/2035,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN112258421,"ONTO FM3113, DRIVE 4 MI AND TURN RIGHT ONTO FM829, DRIVE 2 MI THEN TURN LEFT ONTO FM1212 N, DRIVE 2.8 MI AND TURN RIGHT, DRIVE 0.5 MI TO THE SITE.",REGION 07 - MIDLAND,MARTIN,STANTON,6005
NSR,144984,STDPMT,EFFECTIVE,408003,PILOT TRAVEL CENTERS LLC,Pilot Travel Centers LLC,CN600827554,RENEWAL,04/17/2026,04/17/2026,04/17/2036,COMPLETE,AUTOMATIC RENEWAL 6005,RN109626028,3302 GARDEN CITY HWY,REGION 07 - MIDLAND,MIDLAND,MIDLAND,6005
NSR,183912,STDPMT,EFFECTIVE,408729,CONDUIT EDGE LLC,"Conduit Edge, LLC",CN606391902,INITIAL,05/01/2026,05/20/2026,05/20/2036,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112441423,"FROM THE INTERSECTION BETWEEN SAN ANGELO STREET AND U.S. HWY 17 IN BALMORHEA, CONTINUE N ON HWY 17 FOR 17.6 MILES. TURN RIGHT ONTO COUNTY ROAD 333 AND TRAVEL 0.70 MILES. THE FACILITY WILL BE ON THE RIGHT.",REGION 07 - MIDLAND,REEVES,BALMORHEA,6005
NSR,180360,STDPMT,EFFECTIVE,408828,RPC MERCHANT LLC,Rpc Merchant LLC,CN606291433,AMEND,05/04/2026,05/20/2026,07/03/2035,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN112223318,5.43 MILES SOUTH OF THE INTERSECTION BETWEEN INTERSTATE 20 I-20 AND FM 1927.,REGION 07 - MIDLAND,WARD,PYOTE,6005
NSR,183978,STDPMT,EFFECTIVE,409137,BLACKBEARD OPERATING LLC,"Blackbeard Operating, LLC",CN605323054,INITIAL,05/07/2026,06/05/2026,06/05/2036,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN112444708,"FROM MONAHANS TAKE I-20 EAST TO FM 1053, CONTINUE SOUTH 12 MILES TO WARREN PLANT RD THEN RIGHT ON SANDHILLS HQ RD THEN LEFT ON 1ST STREET.",REGION 07 - MIDLAND,CRANE,MONAHANS,6005
NSR,179957,STDPMT,EFFECTIVE,409265,BLACKBEARD OPERATING LLC,"Blackbeard Operating, LLC",CN605323054,AMEND,05/11/2026,05/21/2026,05/05/2035,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN112201223,"FROM MONAHANS, TURN SOUTH ON TX SH 18 FOR 5.3 MILES, THEN TURN LEFT ON 1233. CONTINUE 13.36 MILES, THEN TURN LEFT INTO FACILITY",REGION 07 - MIDLAND,CRANE,MONAHANS,6005
NSR,181868,STDPMT,EFFECTIVE,409385,VOLTAGRID LLC,Voltagrid LLC,CN606076008,AMEND,05/13/2026,05/28/2026,11/10/2035,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN112303060,OFF OF 385 AND 1492 SEE COORDINATES FOR EXACT LOCATION,REGION 07 - MIDLAND,UPTON,ODESSA,6005
NSR,180361,STDPMT,EFFECTIVE,409615,CONDUIT EDGE LLC,"Conduit Edge, LLC",CN606391902,AMEND,05/19/2026,06/01/2026,06/10/2035,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN112223326,0.62 MILES NORTHEAST OF THE INTERSECTION BETWEEN SOUTH DALLAS AVENUE AND SOUTH ELGIN AVENUE.,REGION 07 - MIDLAND,DAWSON,LAMESA,6005
NSR,181708,STDPMT,EFFECTIVE,409616,CONDUIT EDGE LLC,"Conduit Edge, LLC",CN606391902,AMEND,05/19/2026,05/20/2026,10/21/2035,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN112293998,"FACILITY WILL BE LOCATED NEAR KERMIT, TEXAS, APPROXIMATELY 4.8 MILES EAST OF THE INTERSECTION BETWEEN NORTH FARM-TO-MARKET ROAD 874 AND TX-18",REGION 07 - MIDLAND,WINKLER,KERMIT,6005
NSR,180362,STDPMT,EFFECTIVE,409617,CONDUIT EDGE LLC,"Conduit Edge, LLC",CN606391902,AMEND,05/19/2026,06/09/2026,06/19/2035,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN112223334,ONE MILE NORTHEAST OF THE INTERSECTION BETWEEN INTERSTATE 20 I-20 AND FARM TO MARKET 2119,REGION 07 - MIDLAND,REEVES,PECOS,6005
NSR,183234,STDPMT,EFFECTIVE,409633,CIRCE ENERGY LLC,"Circe Energy, LLC",CN606438638,AMEND,05/20/2026,06/05/2026,03/30/2036,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN112406442,"FROM MONAHANS, TAKE I-20 EAST TOWARD ODESSA APPROX 4.5 MILES. SITE ON RIGHT.",REGION 07 - MIDLAND,WARD,MONAHANS,6005
NSR,174494,STDPMT,EFFECTIVE,410474,XENERGY PLUS INC,Xenergy Plus Inc,CN606196590,AMEND,05/29/2026,06/03/2026,12/12/2033,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN111836409,8229 S STOCKTON AVE,REGION 07 - MIDLAND,WARD,MONAHANS,6005
NSR,176054,STDPMT,EFFECTIVE,410845,HEN POWER MARKETING LLC,"Hen Power Marketing, L.L.C.",CN606240570,AMEND,06/10/2026,,04/22/2034,PENDING,STANDARD PERMIT FOR EXISTING REGISTRATION,RN111954871,"FROM THE INTERSECTION OF INTERSTATE 20 AND COUNTY ROAD 409, HEAD WEST ON I20 FOR 0.6 MILES. TAKE EXIT 33 TOWARD FM 869 AND MERGE ONTO I20 SERVICE RD FOR 0.3 MILES. TURN RIGHT ON RANCH RD 869 FOR 0.9 MILES. THE SITE WILL BE ON THE RIGHT SIDE OF THE ROAD.",REGION 07 - MIDLAND,REEVES,PECOS,6005
