Program Area,Permit Number,Permit Type,Permit Status,Project Number,Customer Name,Legal Name,CN Number,Project Type,TCEQ Received Date,Project Complete Date,Renewal Date,Project Status,Project Name,Regulated Entity,Physical Location,Region Name,County Name,Near City Name,Rules
NSR,153602,STDPMT,EFFECTIVE,352086,SM ENERGY COMPANY,SM Energy Company,CN600512628,REVISION,01/03/2023,01/03/2023,10/15/2028,COMPLETE,OGS STANDARD PERMIT FOR EXISTING REGISTRATION,RN110494788,"FROM THE INTERSECTION OF ST. GEORGE ST. AND COMPRESS RD. IN STANTON, TX, HEAD E ON COMPRESS RD. FOR APPROXIMATELY 2.2 MI. TURN S ON CR3751 FOR 0.5 MI., AND HEAD EAST ON CR2050 FOR 0.5 MI. TURN NORTH ON CR 2060. CONTINUE E ON CR2060 FOR 2.6 MI.",REGION 07 - MIDLAND,MARTIN,STANTON,6002 - NON RULE 2012-NOV-08
NSR,158595,STDPMT,EFFECTIVE,352087,SM ENERGY COMPANY,SM Energy Company,CN600512628,REVISION,01/03/2023,01/03/2023,09/27/2029,COMPLETE,OGS STANDARD PERMIT FOR EXISTING REGISTRATION,RN109514422,FROM THE INTERSECTION OF ST GEORGE ST AND COMPRESS RD IN STANTON TX HEAD E ON COMPRESS RD FOR APPROXIMATELY 2.2 MI TURN S ON CR3751 FOR 0.5 MI AND HEAD EAST ON CR2050 FOR 0.5 MI TURN NORTH ON CR 2060 CONTINUE E ON CR2060 FOR 2 MI,REGION 07 - MIDLAND,MARTIN,STANTON,6002 - NON RULE 2012-NOV-08
NSR,116972,STDPMT,EFFECTIVE,352099,"ETC TEXAS PIPELINE, LTD.","ETC Texas Pipeline, Ltd.",CN601587652,RENEWAL,01/04/2023,01/04/2023,01/04/2033,COMPLETE,AUTOMATIC RENEWAL PRE 6002,RN107102105,FR ODESSA TAKE I 20 E FOR 10 MI EXIT FM 1788 GO R ON FM 1788 S GO SE ALONG FM 1788 FOR 7.3 MI GO L ON GRAVEL RD FACILITY WILL BE 0.7 MI DOWN ON THE R,REGION 07 - MIDLAND,MIDLAND,ODESSA,6002 - 116.620 PRE 2011-FEB-27
NSR,116969,STDPMT,EFFECTIVE,352100,"ETC TEXAS PIPELINE, LTD.","ETC Texas Pipeline, Ltd.",CN601587652,RENEWAL,01/04/2023,01/04/2023,01/04/2033,COMPLETE,AUTOMATIC RENEWAL PRE 6002,RN107102063,FR ODESSA TAKE US 385 S FOR 12 MI GO L ON FM 1787 E FOR 14 MI GO R ON FM 1788 N FOR 1.7 MI GO L ON AN UNNAMED GRAVEL RD FACILITY WILL BE 0.6 MI DOWN ON THE L,REGION 07 - MIDLAND,MIDLAND,ODESSA,6002 - 116.620 PRE 2011-FEB-27
NSR,114505,STDPMT,EFFECTIVE,352119,"ODESSA CONCRETE PROPERTIES, INC.","Odessa Concrete Properties, Inc.",CN604392886,RENEWNOTIC,01/04/2023,05/10/2023,02/06/2024,COMPLETE,RENEWAL NOTICE,RN106948102,6032 W INTERSTATE 20,REGION 07 - MIDLAND,ECTOR,ODESSA,
NSR,114547,STDPMT,CANCELLED,352120,"T K J, INC.","T K J, Inc.",CN603728528,RENEWNOTIC,01/04/2023,03/07/2024,02/20/2024,VOID,RENEWAL NOTICE,RN106949134,830 E BROADWAY ST,REGION 07 - MIDLAND,ANDREWS,ANDREWS,
NSR,156581,STDPMT,CANCELLED,352135,ENLINK NORTH TEXAS GATHERING LP,"EnLink North Texas Gathering, LP",CN603079856,REVISION,01/04/2023,01/04/2023,03/20/2030,COMPLETE,OGS STANDARD PERMIT FOR EXISTING REGISTRATION,RN110758414,"FROM MIDLAND, HEAD NORTH ON BIG SPRING STREET FOR 4.4 MILES, CONTINUE ON TO TX-349 FOR 15.1 MILES. TURN LEFT ON UNPAVED ROAD AND FOLLOW FOR 2.4 MILES TO SITE ON THE RIGHT SIDE.",REGION 07 - MIDLAND,MARTIN,STANTON,6002 - NON RULE 2012-NOV-08
NSR,168863,STDPMT,EFFECTIVE,352142,OXY USA WTP LP,OXY USA WTP LP,CN600125827,REVISION,01/04/2023,01/04/2023,05/09/2032,COMPLETE,OGS STANDARD PERMIT FOR EXISTING REGISTRATION,RN111489332,"FROM I-20 & TX-17, HEAD S ON TX-17 FOR 9.1 MI. HEAD E ON CO RD 131 FOR 2 MI, HEAD S FOR 0.9 MI ON CO RD 118, TURN L FOR 1 MI, GO SE FOR 0.2 MI THEN ESE FOR 1.3 MI, KEEP E FOR 0.84 MI, TURN S FOR 0.71 MI, TURN E FOR 1 MI, TURN S FOR 1 MI, SITE IS 0.1 MI W",REGION 07 - MIDLAND,REEVES,PECOS,6002 - NON RULE 2012-NOV-08
NSR,171424,STDPMT,EFFECTIVE,352144,ONEOK WESTEX TRANSMISSION LLC,"ONEOK WesTex Transmission, L.L.C.",CN601475320,INITIAL,01/04/2023,01/25/2023,01/25/2033,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN100228139,14401 S FM 3503,REGION 07 - MIDLAND,MIDLAND,ODESSA,6002 - 116.620 PRE 2011-FEB-27
NSR,171425,STDPMT,EFFECTIVE,352145,PDC PERMIAN INC,"PDC Permian, Inc.",CN605123827,NOTIFYNEW,01/04/2023,01/04/2023,,COMPLETE,OGS NEW PROJECT NOTIFICATION FOR NEW REGISTRATION,RN111067732,"FROM THE INTERSECTION OF BI-20 & FM 2119 IN PECOS, GO W ON BI-20/W I-20 ACCESS RD 4.6 MI., TURN LEFT S ONTO FM 869 & GO 0.8 MI. TO LOCATION ON LEFT.",REGION 07 - MIDLAND,REEVES,PECOS,6002 - NON RULE 2012-NOV-08
NSR,171429,STDPMT,CANCELLED,352160,BLUE OX RESOURCES OPERATING LLC,Blue Ox Resources Operating LLC,CN606040905,NOTIFYNEW,01/05/2023,01/05/2023,,COMPLETE,OGS NEW PROJECT NOTIFICATION FOR NEW REGISTRATION,RN111626586,"FROM THE INTX OF I-20 AND TX-17, N OF BALMORHEA, HEAD E ON I-20 FOR 12 MI AND TURN L ONTO HOEFS RD. CONTINUE N ON HOEFS RD FOR 2.7 MI. AND TURN R. TRAVEL 1.6 MILE TO LOCATION ON THE R.",REGION 07 - MIDLAND,REEVES,BALMORHEA,6002 - NON RULE 2012-NOV-08
NSR,171434L001,STDPMT,EFFECTIVE,352178,HELMCAMP MATERIALS LTD,"Helmcamp Materials, Ltd.",CN605479559,INITIAL,01/05/2023,01/27/2023,01/27/2033,COMPLETE,CONCRETE BATCH PLANT,RN111629150,W SIDE OF US 87 APPROX 0.1 MI S OF ITS INTX WITH SH 349,REGION 07 - MIDLAND,DAWSON,LAMSA,6004
NSR,153648,STDPMT,CANCELLED,352185,HALCON OPERATING CO INC,"Halcon Operating Co., Inc.",CN600126528,INITIAL,01/05/2023,01/05/2023,,WITHDRAWN,NSR-VOIDPMT,RN110496791,"FR INTX HWY285 & MENDEL RD GO 1.8 MI W ON MENDEL RD, T/R GO 0.25 MI N TO LOCATION AHEAD",REGION 07 - MIDLAND,PECOS,FORT STOCKTON,
NSR,109262,STDPMT,EFFECTIVE,352186,"ETC TEXAS PIPELINE, LTD.","ETC Texas Pipeline, Ltd.",CN601587652,RENEWAL,01/05/2023,01/05/2023,01/05/2033,COMPLETE,AUTOMATIC RENEWAL PRE 6002,RN100218916,GO 10 MI S OF KERMIT ON STATE HWY 18 TURN L ON CR 404 GO 2 MI TURN L ON CR 306 GO 1 MI TO SITE ON L,REGION 07 - MIDLAND,WINKLER,KERMIT,6002 - NON RULE 2012-NOV-08
NSR,155336,STDPMT,EFFECTIVE,352192,OVINTIV USA INC,Ovintiv USA Inc.,CN601451149,REVISION,01/05/2023,01/05/2023,02/12/2029,COMPLETE,OGS STANDARD PERMIT FOR EXISTING REGISTRATION,RN110519568,FROM THE INTX OF I20 AND HWY 87 IN BIG SPRING TRAVEL N FOR 6.85 MI. TURN R ON HWY 1584. TRAVEL N ON HWY 1584 FOR 6.5 MI. TURN R ON E CR 48. TRAVEL E ON E CR 48 FOR 3 MI. TURN R ON N CR 29. TRAVEL S ON N CR 29 FOR 820 FT. TURN R ON SCOTT F09A ACCESS ROAD.,REGION 07 - MIDLAND,HOWARD,BIG SPRING,6002 - NON RULE 2012-NOV-08
NSR,170301,STDPMT,EFFECTIVE,352223,HALCON OPERATING CO INC,"Halcon Operating Co., Inc.",CN600126528,INITIAL,01/06/2023,01/06/2023,01/06/2033,COMPLETE,OGS NON-RULE STANDARD PERMIT FOR NEW REGISTRATION,RN111570446,"FRM INTX OF I-20 & HWY115 IN PYOTE GO N ON HWY115 6.2 MI, T/R TOWARD LEASE ENTRANCE GATE, AFTER THE GATE GO E 1.5 MI T/R, GO S 2 MI T/L FOLLOW LEASE ROAD FOR 0.81 MI TO THE LOCATION ON THE RIGHT",REGION 07 - MIDLAND,WARD,PYOTE,6002 - NON RULE 2012-NOV-08
NSR,171444,STDPMT,EFFECTIVE,352233,BOSQUE OIL COMPANY LLC,Bosque Oil Company LLC,CN605632470,NOTIFYNEW,01/06/2023,01/06/2023,,COMPLETE,OGS NEW PROJECT NOTIFICATION FOR NEW REGISTRATION,RN110502333,"SOUTH ON HWY 209 FROM WINK, THEN EAST ON LEASE ROADS TO LOCATION.",REGION 07 - MIDLAND,WARD,WICKETT,6002 - NON RULE 2012-NOV-08
NSR,171054,STDPMT,EFFECTIVE,352246,HIGHPEAK ENERGY HOLDINGS LLC,"Highpeak Energy Holdings, LLC",CN605696319,INITIAL,01/08/2023,01/08/2023,01/08/2033,COMPLETE,OGS NON-RULE STANDARD PERMIT FOR NEW REGISTRATION,RN111592986,"-20 AND FM820 GO N 7.8 MILES, TURN RIGHT ONTO TX-350 N, GO RIGHT 5.5 MILES. TURN LEFT ONTO CR 53 AND GO NORTH 2 MILES TO THE INTERSECTION OF CR 53 AND 846. CROSS 846 ON 53 AND TB IS ON THE NORTHWEST CORNER OF THE INTERSECTION",REGION 07 - MIDLAND,HOWARD,BIG SPRING,6002 - NON RULE 2012-NOV-08
NSR,171052,STDPMT,EFFECTIVE,352247,HIGHPEAK ENERGY HOLDINGS LLC,"Highpeak Energy Holdings, LLC",CN605696319,INITIAL,01/08/2023,01/08/2023,01/08/2033,COMPLETE,OGS NON-RULE STANDARD PERMIT FOR NEW REGISTRATION,RN111593026,"I-20 AND FM820 N, GO NORTH 7.8 MILES, TURN RIGHT AND GO NORTH EAST ON HIGHWAY 350 6.5 MILES. TURN NORTH ONTO CR 53 FOR 2 MILES AND TURN LEFT ONTO CR 846 AND GO 2 MILES AND TURN LEFT ON TO LOCATION",REGION 07 - MIDLAND,HOWARD,BIG SPRING,6002 - NON RULE 2012-NOV-08
NSR,168512,STDPMT,EFFECTIVE,352252,SALT CREEK MIDSTREAM LLC,"Salt Creek Midstream, LLC",CN605432491,NOTIFYEXST,01/08/2023,01/08/2023,09/19/2032,COMPLETE,OGS NEW PROJECT NOTIFICATION FOR EXISTING REGISTRATION,RN111468666,FROM ORLA TRAVEL NE ON US HWY 285N FOR APPROX 14 MILES TO HWY 726 TX NM BORDER GO E ON HWY 726 TRAVEL APPROX 1.5 MILES TO THE LOCATION ON THE RIGHT,REGION 07 - MIDLAND,REEVES,ORLA,6002 - NON RULE 2012-NOV-08
NSR,171444,STDPMT,EFFECTIVE,352256,BOSQUE OIL COMPANY LLC,Bosque Oil Company LLC,CN605632470,INITIAL,01/09/2023,01/09/2023,01/09/2033,COMPLETE,OGS NON-RULE STANDARD PERMIT FOR NEW REGISTRATION,RN110502333,"SOUTH ON HWY 209 FROM WINK, THEN EAST ON LEASE ROADS TO LOCATION.",REGION 07 - MIDLAND,WARD,WICKETT,6002 - NON RULE 2012-NOV-08
NSR,171453,STDPMT,CANCELLED,352257,BRAZOS MIDSTREAM OPERATING LLC,"Brazos Midstream Operating, LLC",CN605077106,INITIAL,01/09/2023,02/09/2023,,WITHDRAWN,STANDARD PERMIT NEW REGISTRATION,RN111518759,"FROM FORT STOCKTON, TEXAS, HEAD NORTHWEST ON HIGHWAY 285 FOR ABOUT 11.3 MILES. HEAD NORTH ON FM 1776 FOR ABOUT 12.92 MILES. THEN TURN LEFT ON TIPTON ROAD. CONTINUE STRAIGHT FOR 3.14 MILES. THE SITE WILL BE ON THE RIGHT.",REGION 07 - MIDLAND,PECOS,COYANOSA,6002 - 116.620 PRE 2011-FEB-27
NSR,169491,STDPMT,EFFECTIVE,352283,EAGLECLAW MIDSTREAM VENTURES LLC,"EagleClaw Midstream Ventures, LLC",CN604921882,INITIAL,01/09/2023,01/09/2023,01/09/2033,COMPLETE,OGS NON-RULE STANDARD PERMIT FOR NEW REGISTRATION,RN111525580,"FROM PECOS, TRAVEL W ON I-20 TO CR869. TURN LEFT ON CR869 AND TRAVEL APPROX. 6 MI TO CR133. TURN LEFT CR133 AND TRAVEL APPROX. 1.5 MI TO CR131. TURN RIGHT ON CR131 AND TRAVEL APPROX 0.4 MI SOUTH TO SITE.",REGION 07 - MIDLAND,REEVES,PECOS,6002 - NON RULE 2012-NOV-08
NSR,167743,STDPMT,EFFECTIVE,352305,ENTERPRISE NAVITAS MIDSTREAM MIDLAND BASIN LLC,Enterprise Midland Basin Midstream Llc,CN604937243,NOTIFYEXST,01/09/2023,01/09/2023,07/13/2032,COMPLETE,OGS NEW PROJECT NOTIFICATION FOR EXISTING REGISTRATION,RN111410866,"FROM GARDEN CITY, TX, GO WEST 16.2 MILES ON HWY 158, THEN SOUTH 1 MILE ON LEASE ROAD, AND THEN WEST 1 MILE TO SITE.",REGION 07 - MIDLAND,GLASSCOCK,GARDEN CITY,6002 - NON RULE 2012-NOV-08
NSR,168512,STDPMT,EFFECTIVE,352336,SALT CREEK MIDSTREAM LLC,"Salt Creek Midstream, LLC",CN605432491,REVISION,01/09/2023,01/09/2023,09/19/2032,COMPLETE,OGS STANDARD PERMIT FOR EXISTING REGISTRATION,RN111468666,FROM ORLA TRAVEL NE ON US HWY 285N FOR APPROX 14 MILES TO HWY 726 TX NM BORDER GO E ON HWY 726 TRAVEL APPROX 1.5 MILES TO THE LOCATION ON THE RIGHT,REGION 07 - MIDLAND,REEVES,ORLA,6002 - NON RULE 2012-NOV-08
NSR,168319,STDPMT,EFFECTIVE,352345,PERCUSSION PETROLEUM OPERATING II LLC,"Callon Permian II, Llc",CN605910538,INITIAL,01/09/2023,01/09/2023,01/09/2033,COMPLETE,OGS NON-RULE STANDARD PERMIT FOR NEW REGISTRATION,RN111460358,FROM THE INTERSECTION OF TX-115 AND RANCH ROAD 2355 IN PYOTE TEXAS TRAVEL WEST ON RANCH ROAD 2355 FOR 11.04 MILES TURN LEFT ON LEASE ROAD AND TRAVEL 0.16 MILES,REGION 07 - MIDLAND,WARD,PYOTE,6002 - NON RULE 2012-NOV-08
NSR,170427,STDPMT,CANCELLED,352352,LAREDO PETROLEUM INC,"Vital Energy, Inc.",CN604527994,INITIAL,01/10/2023,01/10/2023,,WITHDRAWN,NSR-VOIDPMT,RN111572392,FROM THE INTERSECTION OF HWY 33 AND HWY 158 IN GARDEN CITY HEAD EAST ON HWY 158 FOR 2.7 MILES AND TURN LEFT. CONTINUE FOR 0.31 MILES AND TURN LEFT. CONTINUE 0.09 MILES TO LOCATION.,REGION 07 - MIDLAND,GLASSCOCK,GARDEN CITY,
NSR,170416,STDPMT,CANCELLED,352353,LAREDO PETROLEUM INC,"Vital Energy, Inc.",CN604527994,INITIAL,01/10/2023,01/10/2023,,WITHDRAWN,NSR-VOIDPMT,RN106996234,FROM GARDEN CITY GO N ON FM 33 FOR 7.5 MI TURN RIGHT ONTO SHERROD RD FOR 3.6 MI TURN RIGHT ONTO SCHAFER RD FOR 2.1 MI TURN LEFT FOR 0.6 MI RD WILL CURVE RIGHT CONTINUE FOR 1.0 MI TURN LEFT TO FACILITY ON RIGHT,REGION 07 - MIDLAND,GLASSCOCK,GARDEN CITY,
NSR,130176,STDPMT,CANCELLED,352357,LAREDO PETROLEUM INC,"Vital Energy, Inc.",CN604527994,VOIDPMT,01/10/2023,01/10/2023,06/10/2025,COMPLETE,NSR VOID PERMIT,RN108033135,,REGION 07 - MIDLAND,GLASSCOCK,,
NSR,167512,STDPMT,EFFECTIVE,352360,PIONEER NATURAL RESOURCES USA INC,"Pioneer Natural Resources USA, Inc.",CN600130447,AMEND,01/10/2023,02/07/2023,01/18/2032,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN111393310,"FROM INTX OF ST PETER W AND TX-137 IN STANTON, TX, GO N ON TX-137 1.2 MI. TURN L ON CR 2300 FOR 0.9 MI. TURN R ON UNMARKED RD. GO 0.6 MI. CONT. N 340 FT TO SITE ON L.",REGION 07 - MIDLAND,MARTIN,STANTON,6002 - 116.620 PRE 2011-FEB-27
NSR,122974,STDPMT,CANCELLED,352361,LAREDO PETROLEUM INC,"Vital Energy, Inc.",CN604527994,INITIAL,01/10/2023,01/10/2023,,WITHDRAWN,NSR-VOIDPMT,RN107164154,FROM GARDEN CITY GO SOUTH ON FM 33 FOR 7.9 MI TURN L & GO APPROX 3.7 MI TURN R & GO APPROX 4 MI TURN L & GO APPROX 1.3 MI TO FORK GO L 0.75 MI GO L THROUGH WELL PAD 1.8 MI TO SITE,REGION 07 - MIDLAND,GLASSCOCK,GARDEN CITY,
NSR,171478,STDPMT,EFFECTIVE,352363,PIONEER NATURAL RESOURCES USA INC,"Pioneer Natural Resources USA, Inc.",CN600130447,INITIAL,01/10/2023,02/07/2023,02/07/2033,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN110895836,"FROM GREENWOOD, TX, GO W ON FARM TO MARKET 307 FOR 3 MI. TURN R ON S CR 1110 AND GO 0.61 MI TO SITE ON THE L.",REGION 07 - MIDLAND,MIDLAND,GREENWOOD,6002 - 116.620 PRE 2011-FEB-27
NSR,163108,STDPMT,EFFECTIVE,352365,PIONEER NATURAL RESOURCES USA INC,"Pioneer Natural Resources USA, Inc.",CN600130447,NOTIFYEXST,01/10/2023,01/10/2023,04/29/2031,COMPLETE,OGS NEW PROJECT NOTIFICATION FOR EXISTING REGISTRATION,RN111122867,"FRM THE INTX OF I-67 / TX-349, GO N ON TX-349 FOR 6.9 MI. TRN R ON FM 1555 E, GO 10.4 MI, TRN L, GO 1.2 MI, TRN L, GO 0.35 MI TO SITE ON R.",REGION 07 - MIDLAND,UPTON,STILES,6002 - NON RULE 2012-NOV-08
NSR,170348,STDPMT,CANCELLED,352366,LAREDO PETROLEUM INC,"Vital Energy, Inc.",CN604527994,INITIAL,01/10/2023,01/10/2023,,WITHDRAWN,NSR-VOIDPMT,RN108209610,"FROM GARDEN CITY, TX: GO SOUTH ON FM 33 FOR APPROXIMATELY 12 MILES, TURN LEFT AND PROCEED APPROXIMATELY 4.5 MILES, JOG TO THE RIGHT AND PROCEED WEST APPROXIMATELY 1.1 MILES, TURN RIGHT AND PROCEED APPROXIMATELY 0.9 MILES, TURN LEFT INTO THE FACILITY.",REGION 07 - MIDLAND,GLASSCOCK,GARDEN CITY,
NSR,171483,STDPMT,PENDING,352379,WPX ENERGY PERMIAN LLC,"WPX Energy Permian, LLC",CN603206582,NOTIFYNEW,01/10/2023,01/10/2023,,COMPLETE,OGS NEW PROJECT NOTIFICATION FOR NEW REGISTRATION,RN111631982,"FROM INTX WITH RD 652 & PRIVATE RD 3021, HEAD W & SW ON PRIVATE RD 3021 FOR 6.51 MILES TO BATTERY.",REGION 07 - MIDLAND,LOVING,ORLA,6002 - NON RULE 2012-NOV-08
