Program Area,Permit Number,Permit Type,Permit Status,Project Number,Customer Name,Legal Name,CN Number,Project Type,TCEQ Received Date,Project Complete Date,Renewal Date,Project Status,Project Name,Regulated Entity,Physical Location,Region Name,County Name,Near City Name,Rules
NSR,174068,STDPMT,EFFECTIVE,363954,OVINTIV USA INC,Ovintiv USA Inc.,CN601451149,NOTIFYNEW,09/22/2023,09/22/2023,,COMPLETE,OGS NEW PROJECT NOTIFICATION FOR NEW REGISTRATION,RN111814364,"FROM THE INTX OF TX HWY 137 AND TX HWY 176, GO W ON HWY 176 FOR 4.3 MILE. TURN N ON HIGHWAY 829 FOR 8.65 MILES. TURN RIGHT ONTO LEASE ROAD FOR 0.2 MILES TO SITE ON THE NORTH SIDE OF THE ROAD.",REGION 07 - MIDLAND,MARTIN,TARZAN,6002 - NON RULE 2012-NOV-08
NSR,174069,STDPMT,EFFECTIVE,363955,TRP OPERATING LLC,Trp Operating LLC,CN605759810,INITIAL,09/22/2023,10/03/2023,10/03/2033,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN111814430,"FROM INTX WITH FM 1555, TRAVEL NORTH ON HWY 349 FOR 0.3 MILES. THEN TURN EAST AT CATTLEGUARD AND PROCEED SOUTH AND EAST ON LEASE RD 1.1 MILES TO STATION.",REGION 07 - MIDLAND,UPTON,RANKIN,6005
NSR,174070,STDPMT,EFFECTIVE,363956,TRP OPERATING LLC,Trp Operating LLC,CN605759810,INITIAL,09/22/2023,10/02/2023,10/02/2033,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN111814448,"FROM INTX WITH FM 1555, TRAVEL NORTH ON HWY 349 FOR 0.3 MILES. THEN TURN EAST AT CATTLEGUARD AND PROCEED SOUTH AND EAST ON LEASE RD 0.8 MILES TO STATION.",REGION 07 - MIDLAND,UPTON,RANKIN,6005
NSR,174071,STDPMT,EFFECTIVE,363957,TRP OPERATING LLC,Trp Operating LLC,CN605759810,INITIAL,09/22/2023,10/03/2023,10/03/2033,COMPLETE,STANDARD PERMIT NEW REGISTRATION,RN111814455,"FROM INTX WITH FM 1555, TRAVEL SOUTH ON HWY 349 FOR 1 MILE. THEN NORTH AND EAST ON LEASE RD 2.25 MILES TO STATION.",REGION 07 - MIDLAND,UPTON,RANKIN,6005
NSR,159401,STDPMT,EFFECTIVE,363960,CANES MIDSTREAM G&P LLC,Canes Midstream G&P Llc,CN604204479,NOTIFYEXST,09/23/2023,09/23/2023,06/30/2030,COMPLETE,OGS NEW PROJECT NOTIFICATION FOR EXISTING REGISTRATION,RN110909769,"FROM RANKIN, TX, HEAD SW TOWARD MAIN ST. TURN RIGHT ONTO MAIN ST AND GO 0.7 MI TO TX-349 N. AFTER 6.2 MI, TURN RIGHT ONTO FM 1555 E. GO 6.9 MI, TURN RIGHT ONTO CR 230 FOR 2 MI, TURN LEFT AND DRIVE FOR 0.5 MI. TURN RIGHT, DRIVE FOR 0.2 MI, SITE IS ON RIGHT",REGION 07 - MIDLAND,UPTON,RANKIN,6002 - NON RULE 2012-NOV-08
NSR,169234,STDPMT,EFFECTIVE,363964,VITAL ENERGY INC,"Vital Energy, Inc.",CN604527994,NOTIFYEXST,09/24/2023,09/24/2023,06/13/2032,COMPLETE,OGS NEW PROJECT NOTIFICATION FOR EXISTING REGISTRATION,RN110270600,"FRM INTX TX158 TX137 IN GLASSCOCK COUNTY GO 4.8 MI SE ON TX158 TURN L N ONTO LEASE RD E MOST CATTLEGUARD & GO 0.7 MI, TURN R E & GO 1.8 MI TO GATE TURN R E & GO 0.4 MI TURN L N & GO 0.3 MI R E & GO 0.3 MI TO SITE ON R",REGION 07 - MIDLAND,GLASSCOCK,GARDEN CITY,6002 - NON RULE 2012-NOV-08
NSR,174079,STDPMT,EFFECTIVE,363977,PIONEER NATURAL RESOURCES USA INC,"Pioneer Natural Resources USA, Inc.",CN600130447,NOTIFYNEW,09/25/2023,09/25/2023,,COMPLETE,OGS NEW PROJECT NOTIFICATION FOR NEW REGISTRATION,RN110300514,"FROM LENORAH, TEXAS, HEAD S ON CR 3301 FOR 3.0 MI, TURN R ON CR 3100 AND GO FOR 1.0 MI, TURN L ON CR 3201 AND GO 0.9 MI TO THE SITE ON THE R AT 0.5 MI.",REGION 07 - MIDLAND,MARTIN,LENORAH,6002 - NON RULE 2012-NOV-08
NSR,162514,STDPMT,EFFECTIVE,363978,PIONEER NATURAL RESOURCES USA INC,"Pioneer Natural Resources USA, Inc.",CN600130447,AMEND,09/25/2023,10/13/2023,10/14/2030,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN111092953,"FROM INTX OF FM1213 AND CR1150 NEAR MIDLAND, HEAD S ON FM1213 S FOR 3.9 MI., L ON CR160 FOR 0.8 MI, R ON UNMARKED ROAD FOR 2.4 MI TO SITE AT 31.89096, -101.97225.",REGION 07 - MIDLAND,MIDLAND,MIDLAND,6002 - 116.620 PRE 2011-FEB-27
NSR,169937,STDPMT,EFFECTIVE,363987,ENTERPRISE NAVITAS MIDSTREAM MIDLAND BASIN LLC,Enterprise Midland Basin Midstream Llc,CN604937243,REVISION,09/25/2023,09/25/2023,12/09/2032,COMPLETE,OGS STANDARD PERMIT FOR EXISTING REGISTRATION,RN111551651,"FROM MIDLAND, TX, HEAD S ON TX 349 S FOR 6.9 MILES, TURN R ON EXISTING RD AND GO FOR 2.2 MI, L ON EXISTING DIRT RD AND GO FOR 0.5 MI TO SITE ON THE L.",REGION 07 - MIDLAND,MIDLAND,MIDLAND,6002 - NON RULE 2012-NOV-08
NSR,174083,STDPMT,EFFECTIVE,364005,GREENLAKE ENERGY OPERATING LLC,"Greenlake Energy Operating, LLC",CN606071165,NOTIFYNEW,09/26/2023,09/26/2023,,COMPLETE,OGS NEW PROJECT NOTIFICATION FOR NEW REGISTRATION,RN111634036,"FROM PECOS, START SOUTH ON STATE HWY 17 FOR 19 MILES.TURN EAST LEFT ON CR-112 BARRILLA RD FOR 6.5 MILES. TURN SOUTH RIGHT ON CALICHE ROAD FOR 1.1 MILES.TURN WEST RIGHT ON CALICHE ROAD . RICK ROSS STATE UNIT 11-3 FACILITY 0.3 MILES ON LEFT",REGION 07 - MIDLAND,REEVES,VERHALEN,6002 - NON RULE 2012-NOV-08
NSR,174085,STDPMT,EFFECTIVE,364008,SM ENERGY COMPANY,SM Energy Company,CN600512628,NOTIFYNEW,09/26/2023,09/26/2023,,COMPLETE,OGS NEW PROJECT NOTIFICATION FOR NEW REGISTRATION,RN110077146,FROM INTX OF HWY 87 & FM RD 700 ON S SIDE OF BIG SPRING GO APPROX 3.2 MI S TURN E ON HUGHES RD 0.2 MI SITE ON R,REGION 07 - MIDLAND,HOWARD,BIG SPRING,6002 - NON RULE 2012-NOV-08
NSR,174086,STDPMT,EFFECTIVE,364009,SM ENERGY COMPANY,SM Energy Company,CN600512628,NOTIFYNEW,09/26/2023,09/26/2023,,COMPLETE,OGS NEW PROJECT NOTIFICATION FOR NEW REGISTRATION,RN110527447,"FROM INTX OF I-20 & HWY 87 IN BIG SPRING , GO S ON HWY 87 4.5 MILES , GO SE ON COUNTRY CLUB , DRIVER RD 1.2 MILES , GO S ON CHAPARRAL 0.8 MILE , TURN E ON LEASE RD 0.8 MILE THROUGH WELL SITE & 0.25 MILE TO BATTERY",REGION 07 - MIDLAND,HOWARD,BIG SPRING,6002 - NON RULE 2012-NOV-08
NSR,162371,STDPMT,EFFECTIVE,364027,CR PERMIAN PROCESSING LLC,"CR Permian Processing, LLC",CN605164201,AMEND,09/26/2023,10/10/2023,08/28/2030,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN109513416,FROM I-20/HWY 285 INTERSECTION IN PECOS TEXAS TAKE HWY 285 6.7 MILES NORTH TO SITE ON LEFT,REGION 07 - MIDLAND,REEVES,PECOS,6002 - 116.620 PRE 2011-FEB-27
NSR,167898,STDPMT,EFFECTIVE,364060,WTG NORTH PERMIAN MIDSTREAM LLC,Etc North Permian Midstream Llc,CN605687474,NOTIFYEXST,09/26/2023,09/26/2023,02/04/2033,COMPLETE,OGS NEW PROJECT NOTIFICATION FOR EXISTING REGISTRATION,RN111426375,FROM MIDLAND GO EAST ON I-20 TO STANTON FROM STANTON GO NORTH ON HWY 137 TO THE INTERSECTION WITH HWY 176 FROM THIS INTERSECTION GO EAST 2.26 MI TO CR A3601 GO NORTH ON CR A3601 FOR 2.05 MI THE RED LAKE GAS PL,REGION 07 - MIDLAND,MARTIN,STANTON,6002 - NON RULE 2012-NOV-08
NSR,174099,STDPMT,EFFECTIVE,364068,ANADARKO E&P ONSHORE LLC,Anadarko E&P Onshore LLC,CN602947558,NOTIFYNEW,09/26/2023,09/26/2023,,COMPLETE,OGS NEW PROJECT NOTIFICATION FOR NEW REGISTRATION,RN111816278,"FROM THE INTX OF CR 200 AND TX-302 IN MENTONE, HEAD NORTHEAST ON TX-302 E FOR 12.5 MI. TURN RIGHT AND GO 2.0 MI. TAKE A SLIGHT LEFT AND GO 0.1 MI. TURN LEFT AND GO 0.4 MI TO SITE ON THE LEFT.",REGION 07 - MIDLAND,LOVING,MENTONE,6002 - NON RULE 2012-NOV-08
NSR,173756,STDPMT,EFFECTIVE,364070,FIREBIRD ENERGY II LLC,Firebird Energy II LLC,CN606185593,OWNCHANGE,09/27/2023,09/27/2023,08/31/2033,COMPLETE,AIR NEW SOURCE REVIEW (NSR) CHANGE OF OWNERSHIP,RN111664769,FROM INTERSECTION OF BRIARWOOD AVE AND MIDLAND DR TRAVEL W ON BRIARWOOD AVE 1.6 MI TURN N ON NAVASOTA TRAVEL N 0.5 MI THEN E 0.2 MI TURN S ON LEASE ROAD FACILITY IS 300 FT ON W SIDE,REGION 07 - MIDLAND,MIDLAND,MIDLAND,
NSR,174111,STDPMT,EFFECTIVE,364106,OVINTIV USA INC,Ovintiv USA Inc.,CN601451149,NOTIFYNEW,09/27/2023,09/27/2023,,COMPLETE,OGS NEW PROJECT NOTIFICATION FOR NEW REGISTRATION,RN111816864,"FROM ANDREWS, TX, FOLLOW TX-115 N 16.3 MI, TURN RIGHT ON DIRT ROAD FOR FOR 1.3 MI, TURN LEFT FOR 0.1 MI. THE FACILITY WILL BE ON THE LEFT.",REGION 07 - MIDLAND,ANDREWS,ANDREWS,6002 - NON RULE 2012-NOV-08
NSR,139379,STDPMT,EFFECTIVE,364121,OVINTIV USA INC,Ovintiv USA Inc.,CN601451149,REVISION,09/27/2023,09/27/2023,03/15/2026,COMPLETE,OGS STANDARD PERMIT FOR EXISTING REGISTRATION,RN109134619,FROM BIG SPRING HEAD NE ON W 4TH TURN L ONTO US 87N AND CONTINUE FOR 1.2 MI TURN L ONTO I 20 FRONTAGE RD AND FOLLOW FRONTAGE RD FOR 0.7 MI TURN R ONTO TX 176W AND FOLLOW 1.4 MI TO CR 21 TURN R AND PROCEED T,REGION 07 - MIDLAND,HOWARD,BIG SPRING,6002 - NON RULE 2012-NOV-08
NSR,174120,STDPMT,CANCELLED,364146,ENDEAVOR ENERGY RESOURCES LP,"Endeavor Energy Resources, L.P.",CN602460651,INITIAL,09/28/2023,10/20/2023,,WITHDRAWN,STANDARD PERMIT NEW REGISTRATION,RN109903641,"IN MIDLAND TX, AT THE INTERSECTION OF I-20FR AND HWY 349, HEAD SOUTH ON HWY 349 FOR 11.6MI. TURN LEFT ONTO LEASE RD FOR 1.24MI. TURN RIGHT FOR 0.91MI. TURN LEFT FOR 0.34MI. TURN RIGHT FOR 0.93 MI. TURN LEFT INTO THE LOCATION FOR 0.01 MILES.",REGION 07 - MIDLAND,MIDLAND,MIDLAND,6002 - 116.620 PRE 2011-FEB-27
NSR,174121,STDPMT,CANCELLED,364147,ENDEAVOR ENERGY RESOURCES LP,"Endeavor Energy Resources, L.P.",CN602460651,INITIAL,09/28/2023,10/20/2023,,WITHDRAWN,STANDARD PERMIT NEW REGISTRATION,RN111817425,FROM GREENWOOD TRAVEL SOUTH ON FM1379. TURN LEFT ON E COUNTY RD 120 FOR 4.0 MILES. TURN RIGHT ON S COUNTY RD 1040 FOR 2.0 MILES. TURN LEFT ON E COUNTY RD 140 FOR 0.9 MILES. TURN RIGHT INTO SITE.,REGION 07 - MIDLAND,MIDLAND,MIDLAND,6002 - 116.620 PRE 2011-FEB-27
NSR,123753,STDPMT,EFFECTIVE,364154,XTO ENERGY INC.,XTO Energy Inc.,CN600601348,RENEWAL,09/28/2023,10/04/2023,10/04/2033,COMPLETE,AUTOMATIC RENEWAL NONRULE 6002,RN107737728,"FROM MIDKIFF HEAD WEST ON FM3095 6.4 MILES, TURN LEFT ON LEASE RD 0.6 MILES. LOCATION IS ON THE RIGHT.",REGION 07 - MIDLAND,MIDLAND,MIDKIFF,6002 - NON RULE 2012-NOV-08
NSR,174083,STDPMT,EFFECTIVE,364157,GREENLAKE ENERGY OPERATING LLC,"Greenlake Energy Operating, LLC",CN606071165,INITIAL,09/28/2023,09/28/2023,09/28/2033,COMPLETE,OGS NON-RULE STANDARD PERMIT FOR NEW REGISTRATION,RN111634036,"FROM PECOS, START SOUTH ON STATE HWY 17 FOR 19 MILES.TURN EAST LEFT ON CR-112 BARRILLA RD FOR 6.5 MILES. TURN SOUTH RIGHT ON CALICHE ROAD FOR 1.1 MILES.TURN WEST RIGHT ON CALICHE ROAD . RICK ROSS STATE UNIT 11-3 FACILITY 0.3 MILES ON LEFT",REGION 07 - MIDLAND,REEVES,VERHALEN,6002 - NON RULE 2012-NOV-08
NSR,123475,STDPMT,EFFECTIVE,364173,BPX OPERATING COMPANY,Bpx Operating Company,CN600129357,RENEWAL,09/28/2023,10/04/2023,10/04/2033,COMPLETE,AUTOMATIC RENEWAL NONRULE 6002,RN107718694,,REGION 07 - MIDLAND,REEVES,,6002 - NON RULE 2012-NOV-08
NSR,158830,STDPMT,EFFECTIVE,364188,APACHE CORPORATION,Apache Corporation,CN600126361,NOTIFYEXST,09/28/2023,09/28/2023,06/11/2030,COMPLETE,OGS NEW PROJECT NOTIFICATION FOR EXISTING REGISTRATION,RN110487550,"FOLLOW 349 SOUTH OF I20 FOR 31.3 MILES, TURN LEFT ONTO 2401 HEADING EAST FOR 6.1 MILES, TURN RIGHT ONTO 2594 HEADING SOUTH FOR 13.7 MILES, TURN RIGHT ONTO 251 HEADING WEST FOR 1 MILE, TURN LEFT ONTO 245, HEAD SOUTH FOR 0.25 MILES, BATTERY JUST EAST OF RD",REGION 07 - MIDLAND,UPTON,MIDLAND,6002 - NON RULE 2012-NOV-08
NSR,174111,STDPMT,EFFECTIVE,364198,OVINTIV USA INC,Ovintiv USA Inc.,CN601451149,INITIAL,09/28/2023,09/28/2023,09/28/2033,COMPLETE,OGS NON-RULE STANDARD PERMIT FOR NEW REGISTRATION,RN111816864,"FROM ANDREWS, TX, FOLLOW TX-115 N 16.3 MI, TURN RIGHT ON DIRT ROAD FOR FOR 1.3 MI, TURN LEFT FOR 0.1 MI. THE FACILITY WILL BE ON THE LEFT.",REGION 07 - MIDLAND,ANDREWS,ANDREWS,6002 - NON RULE 2012-NOV-08
NSR,174134,STDPMT,CANCELLED,364201,ENDEAVOR ENERGY RESOURCES LP,"Endeavor Energy Resources, L.P.",CN602460651,INITIAL,09/28/2023,10/20/2023,,WITHDRAWN,STANDARD PERMIT NEW REGISTRATION,RN109907964,"IN LAMESA, TX AT INTERSECTION US-87 AND US-180 HEAD SE ON US-87 S ON 4.5 MI, TURN RIGHT ON CR O/FM 26 S FOR 10.3 MI, TURN LEFT ON CR 4700 FOR 0.9 MI, TURN LEFT ONTO LOCATION",REGION 07 - MIDLAND,MARTIN,STANTON,6002 - 116.620 PRE 2011-FEB-27
NSR,174135,STDPMT,CANCELLED,364202,ENDEAVOR ENERGY RESOURCES LP,"Endeavor Energy Resources, L.P.",CN602460651,INITIAL,09/28/2023,10/20/2023,,WITHDRAWN,STANDARD PERMIT NEW REGISTRATION,RN111655973,"IN KLONDIKE, TX INTERSECTION 828 AND 137 S, HEAD S ON 137 FOR 4.05 MI., RT ON CR 2002 FOR 1.02 MI., LT AND LOCATION ON RT.",REGION 07 - MIDLAND,MARTIN,MIDLAND,6002 - 116.620 PRE 2011-FEB-27
NSR,174136,STDPMT,CANCELLED,364203,ENDEAVOR ENERGY RESOURCES LP,"Endeavor Energy Resources, L.P.",CN602460651,INITIAL,09/28/2023,10/20/2023,,WITHDRAWN,STANDARD PERMIT NEW REGISTRATION,RN110061116,"IN MIDLAND, TX, AT THE INTERSECTION OF TX-349 AND I-20 FRNTGE, HEAD N, TURN L AT 1ST CROSS ST, TURN R TOWARD COTTON FLAT RD, TURN R ON COTTON FLAT RD FOR APPROX .2 MI, TURN R ON LEASE RD FOR APPROX .3 MI ONTO LOCATION",REGION 07 - MIDLAND,MIDLAND,MIDLAND,6002 - 116.620 PRE 2011-FEB-27
NSR,174139,STDPMT,CANCELLED,364206,ENDEAVOR ENERGY RESOURCES LP,"Endeavor Energy Resources, L.P.",CN602460651,INITIAL,09/28/2023,10/20/2023,,WITHDRAWN,STANDARD PERMIT NEW REGISTRATION,RN110035581,"IN MIDLAND, TX AT I-20 AND LOOP 250 HEAD NE ON I-20 BUS E FOR 0.2 MI TURN L ON N CR 1130 FOR 1.8 MI TURN R ON E CR 60 FOR 0.5 MI TURN R ON N CR 1125 FOR 0.7 MI TURN R ON E CR 53 FOR 0.7 MI THEN TURN L ON LEASE ROAD 0.37 MI TURN RIGHT FOR 0.16 MI ONTO LOC",REGION 07 - MIDLAND,MIDLAND,STANTON,6002 - 116.620 PRE 2011-FEB-27
NSR,149425,STDPMT,EFFECTIVE,364217,HALCON OPERATING CO INC,"Halcon Operating Co., Inc.",CN600126528,REVISION,09/29/2023,09/29/2023,09/11/2028,COMPLETE,OGS STANDARD PERMIT FOR EXISTING REGISTRATION,RN110043148,FRM INTX OF HWY 57 & HWY 115 GO 8.6 MI N ON HWY 115 TURN L ONTO GRAVEL ROAD GO 0.8 MI W TO THE LOCATION ON THE LEFT,REGION 07 - MIDLAND,WARD,PYOTE,6002 - NON RULE 2012-NOV-08
NSR,174146,STDPMT,CANCELLED,364220,ENDEAVOR ENERGY RESOURCES LP,"Endeavor Energy Resources, L.P.",CN602460651,INITIAL,09/29/2023,10/20/2023,,WITHDRAWN,STANDARD PERMIT NEW REGISTRATION,RN111818126,FROM MIDLAND TRAVEL SOUTH ON RANKIN HIGHWAY. GO STRAIGHT ON TX 349 S FOR 11.7 MILE. TURN RIGHT FOR 1 MILE. TURN LEFT INTO FACILITY.,REGION 07 - MIDLAND,MIDLAND,MIDLAND,6002 - 116.620 PRE 2011-FEB-27
NSR,140819,STDPMT,EFFECTIVE,364223,ORYX DELAWARE OIL TRANSPORT LLC,Oryx Delaware Oil Transport LLC,CN605425073,NOTIFYEXST,09/29/2023,09/29/2023,05/27/2026,COMPLETE,OGS NEW PROJECT NOTIFICATION FOR EXISTING REGISTRATION,RN109225797,"2455 WBR ORYX RD COYANOSA TX FROM I-20 & HWY 285 IN PECOS, TX, GO S ON HWY 285 FOR 1.6 MI TO FM1450. TAKE A LEFT ON FM 1450 AND CONTINUE FOR 18.6 MILES, TURN RIGHT ONTO A DIRT ROAD. TRAVEL 1.6 MILES ON THE DIRT ROAD, THE SITE IS AT THE END OF THE ROAD.",REGION 07 - MIDLAND,REEVES,COYANOSA,6002 - NON RULE 2012-NOV-08
NSR,174041,STDPMT,EFFECTIVE,364251,OVINTIV USA INC,Ovintiv USA Inc.,CN601451149,INITIAL,09/29/2023,09/29/2023,09/29/2033,COMPLETE,OGS NON-RULE STANDARD PERMIT FOR NEW REGISTRATION,RN111813481,"STARTING IN TARZAN, TX, HEAD EAST ON TX-176 E TOWARD CO RD 2901 AND STAY FOR 2.6 MILES. THEN, TURN LEFT ONTO FM829 FOR 7.1 MILES. FINALLY, TURN RIGHT ONTO CO RD 4200 AND THE SITE WILL BE 1.2 MILES DOWN THE ROAD ON YOUR LEFT.",REGION 07 - MIDLAND,MARTIN,TARZAN,6002 - NON RULE 2012-NOV-08
NSR,174042,STDPMT,EFFECTIVE,364252,OVINTIV USA INC,Ovintiv USA Inc.,CN601451149,INITIAL,09/29/2023,09/29/2023,09/29/2033,COMPLETE,OGS NON-RULE STANDARD PERMIT FOR NEW REGISTRATION,RN111813507,"STARTING IN TARZAN, TX, HEAD EAST ON TX-176 E TOWARD CO RD 2901 AND STAY FOR 2.6 MILES. THEN, TURN LEFT ONTO FM829 FOR 7.1 MILES. FINALLY, TURN RIGHT ONTO CO RD 4200 AND THE SITE WILL BE 1.4 MILES DOWN THE ROAD ON YOUR LEFT.",REGION 07 - MIDLAND,MARTIN,TARZAN,6002 - NON RULE 2012-NOV-08
NSR,174052,STDPMT,EFFECTIVE,364254,EOG RESOURCES INC,"EOG Resources, Inc.",CN600124333,INITIAL,09/29/2023,09/29/2023,09/29/2033,COMPLETE,OGS NON-RULE STANDARD PERMIT FOR NEW REGISTRATION,RN110743697,"FROM MENTONE TX AT INT OF TX-302 AND CO. RD. 300 HEAD NE ON CO RD. 300 FOR 15.5 MI, TURN RIGHT, GO 345 FT, TURN LEFT, GO 1.7 MI, TURN RIGHT, GO 1.8 MI, TURN LEFT, GO 0.2 MI, TURN LEFT AND GO 0.1 MI TO SITE.",REGION 07 - MIDLAND,LOVING,MENTONE,6002 - NON RULE 2012-NOV-08
NSR,174151,STDPMT,EFFECTIVE,364255,OVINTIV USA INC,Ovintiv USA Inc.,CN601451149,NOTIFYNEW,09/29/2023,09/29/2023,,COMPLETE,OGS NEW PROJECT NOTIFICATION FOR NEW REGISTRATION,RN111818290,FROM THE INTERSECTION OF TX HIGHWAY 137 & TX HIGHWAY 176 GO WEST ON HIGHWAY 176 FOR 4.3 MILES. TURN NORTH ON HIGHWAY 829 AND GO 8.65 MILES THEN TURN RIGHT ONTO HIGHWAY 4100 AND GO 0.15 MILES. THE SITE IS ON THE NORTH SIDE OF THE ROAD.,REGION 07 - MIDLAND,MARTIN,LENORAH,6002 - NON RULE 2012-NOV-08
NSR,172040,STDPMT,CANCELLED,364264,PIONEER NATURAL RESOURCES USA INC,"Pioneer Natural Resources USA, Inc.",CN600130447,NOTIFYEXST,09/29/2023,09/29/2023,05/19/2033,COMPLETE,OGS NEW PROJECT NOTIFICATION FOR EXISTING REGISTRATION,RN109836148,"FROM THE INTX OF TX-176 & CR 3301 IN LENORAH, GO E ON TX-176 FOR 3.3 MI. TO LEASE RD. TURN R S FOR 3.5 MI. TO LEASE RD. TURN L E FOR 1.8 MI. TURN R W & GO 0.3 MI. TO SITE.",REGION 07 - MIDLAND,MARTIN,LENORAH,6002 - NON RULE 2012-NOV-08
NSR,156626,STDPMT,EFFECTIVE,364265,PIONEER NATURAL RESOURCES USA INC,"Pioneer Natural Resources USA, Inc.",CN600130447,AMEND,09/29/2023,10/13/2023,05/06/2029,COMPLETE,STANDARD PERMIT FOR EXISTING REGISTRATION,RN108890856,"FROM MIDKIFF GO S ON FM 2401 W AND GO 13 MI, TURN L ONTO TX-349 AND GO FOR 4.5 MI, TURN R ON CR 115 AND GO 1.34 MI, THE SITE IS ON THE R.",REGION 07 - MIDLAND,UPTON,MIDKIFF,6002 - 116.620 PRE 2011-FEB-27
NSR,167201,STDPMT,EFFECTIVE,364267,TARGA PIPELINE MID-CONTINENT WESTTEX LLC,Targa Pipeline Mid-Continent WestTex LLC,CN604821355,NOTIFYEXST,09/29/2023,09/29/2023,05/26/2032,COMPLETE,OGS NEW PROJECT NOTIFICATION FOR EXISTING REGISTRATION,RN111378451,2 MILES EAST OF FM 1788 AND STREAM STREET,REGION 07 - MIDLAND,MIDLAND,MIDLAND,6002 - NON RULE 2012-NOV-08
NSR,174068,STDPMT,EFFECTIVE,364271,OVINTIV USA INC,Ovintiv USA Inc.,CN601451149,INITIAL,09/29/2023,09/29/2023,09/29/2033,COMPLETE,OGS NON-RULE STANDARD PERMIT FOR NEW REGISTRATION,RN111814364,"FROM THE INTX OF TX HWY 137 AND TX HWY 176, GO W ON HWY 176 FOR 4.3 MILE. TURN N ON HIGHWAY 829 FOR 8.65 MILES. TURN RIGHT ONTO LEASE ROAD FOR 0.2 MILES TO SITE ON THE NORTH SIDE OF THE ROAD.",REGION 07 - MIDLAND,MARTIN,TARZAN,6002 - NON RULE 2012-NOV-08
NSR,174067,STDPMT,EFFECTIVE,364272,OVINTIV USA INC,Ovintiv USA Inc.,CN601451149,INITIAL,09/29/2023,09/29/2023,09/29/2033,COMPLETE,OGS NON-RULE STANDARD PERMIT FOR NEW REGISTRATION,RN111814356,FROM THE INTERSECTION OF TX HIGHWAY 137 & TX HIGHWAY 176 GO WEST ON HWY 176 FOR 4.3 MILES. TURN NORTH ON HIGHWAY 829 AND GO 8.65 MILES THEN TURN RIGHT ONTO LEASE ROAD AND GO 0.4 MILES. THE SITE IS ON THE NORTH SIDE OF THE ROAD.,REGION 07 - MIDLAND,MARTIN,LENORAH,6002 - NON RULE 2012-NOV-08
NSR,174151,STDPMT,EFFECTIVE,364274,OVINTIV USA INC,Ovintiv USA Inc.,CN601451149,INITIAL,09/30/2023,09/30/2023,09/30/2033,COMPLETE,OGS NON-RULE STANDARD PERMIT FOR NEW REGISTRATION,RN111818290,FROM THE INTERSECTION OF TX HIGHWAY 137 & TX HIGHWAY 176 GO WEST ON HIGHWAY 176 FOR 4.3 MILES. TURN NORTH ON HIGHWAY 829 AND GO 8.65 MILES THEN TURN RIGHT ONTO HIGHWAY 4100 AND GO 0.15 MILES. THE SITE IS ON THE NORTH SIDE OF THE ROAD.,REGION 07 - MIDLAND,MARTIN,LENORAH,6002 - NON RULE 2012-NOV-08
NSR,172829,STDPMT,EFFECTIVE,364275,MEWBOURNE OIL COMPANY,Mewbourne Oil Company,CN600947907,INITIAL,10/02/2023,10/02/2023,10/02/2033,COMPLETE,OGS NON-RULE STANDARD PERMIT FOR NEW REGISTRATION,RN111742086,HEAD WEST ON RANCH RD. 2355/3RD ST TOWARD PYOTE ST. GO 13.2 MILES. TURN RIGHT. GO 0.6 MILES. LOCATION WILL BE ON LEFT.,REGION 07 - MIDLAND,WARD,PYOTE,6002 - NON RULE 2012-NOV-08
NSR,174099,STDPMT,EFFECTIVE,364311,ANADARKO E&P ONSHORE LLC,Anadarko E&P Onshore LLC,CN602947558,INITIAL,10/02/2023,10/02/2023,10/02/2033,COMPLETE,OGS NON-RULE STANDARD PERMIT FOR NEW REGISTRATION,RN111816278,"FROM THE INTX OF CR 200 AND TX-302 IN MENTONE, HEAD NORTHEAST ON TX-302 E FOR 12.5 MI. TURN RIGHT AND GO 2.0 MI. TAKE A SLIGHT LEFT AND GO 0.1 MI. TURN LEFT AND GO 0.4 MI TO SITE ON THE LEFT.",REGION 07 - MIDLAND,LOVING,MENTONE,6002 - NON RULE 2012-NOV-08
NSR,117111,STDPMT,EFFECTIVE,364330,ET GATHERING & PROCESSING LLC,ET Gathering & Processing LLC,CN606187110,OWNCHANGE,10/02/2023,10/02/2023,05/19/2033,COMPLETE,AIR NEW SOURCE REVIEW (NSR) CHANGE OF OWNERSHIP,RN106225469,FROM MENTONE TAKE CR 200 S TO CR 160 TAKE CR 160 4.0 MI S LOCATION ON R,REGION 07 - MIDLAND,WARD,MENTONE,
NSR,166417,STDPMT,EFFECTIVE,364332,ET GATHERING & PROCESSING LLC,ET Gathering & Processing LLC,CN606187110,OWNCHANGE,10/02/2023,10/02/2023,10/01/2031,COMPLETE,AIR NEW SOURCE REVIEW (NSR) CHANGE OF OWNERSHIP,RN100211028,FROM INTX OF I 20 AND FM 1927 IN PYOTE GO S ON FM 1927 7 MI TO GRAVEL RD ON L TURN ON GRAVEL RD AND GO 2.7 MI TO SITE,REGION 07 - MIDLAND,WARD,PYOTE,
